gene_symbol	GSM909681	GSM909688	GSM909690	GSM909691	GSM909696	GSM909703	GSM909707	GSM909708	GSM909710	GSM909723	GSM909737	GSM909750	GSM909752	GSM909753	GSM909756	GSM909759	GSM909761	GSM909765	GSM909768	GSM909773	GSM909780	GSM909786	GSM909790	GSM909802	GSM909803	GSM909814	GSM909815	GSM909822	GSM909826	GSM909828	GSM909833	GSM909835	GSM909839	GSM909840	GSM909842	GSM909845	GSM909847	GSM909850	GSM909857	GSM909867	GSM909869	GSM909870	GSM909872	GSM909873	GSM909874	GSM909882	GSM909886	GSM909890	GSM909891	GSM909895	GSM909905	GSM909908	GSM909909	GSM909917	GSM909924	GSM909925	GSM909926	GSM909928	GSM909931	GSM909934	GSM909935	GSM909943	GSM909951	GSM909956	GSM909958	GSM909961	GSM909966	GSM909967	GSM909968	GSM909977	GSM909979	GSM909989	GSM909992	GSM909997	GSM910000	GSM910001	GSM910011	GSM910019	GSM910020	GSM910021	GSM910024	GSM910026	GSM910027	GSM910034	GSM910036	GSM910037	GSM910046	GSM910053	GSM910054	GSM910056	GSM910058	GSM910059	GSM910065	GSM910067	GSM910068	GSM910072	GSM910078	GSM910083	GSM910084	GSM910090	GSM910092	GSM910093	GSM910097	GSM910112	GSM910129	GSM910130	GSM910134	GSM910138	GSM910139	GSM910140	GSM910152	GSM910157	GSM910160	GSM910165	GSM910167	GSM910168	GSM910171	GSM910184	GSM910185	GSM910186	GSM910187	GSM910193	GSM910197	GSM910206	GSM910207	GSM910212	GSM910217	GSM910219	GSM910224	GSM910226
APCDD1	-1.2971702112064367	-0.0071282900744082	-0.0559961549524197	-1.016023136951059	-0.513053600439144	-0.162417955983479	1.700583995722551	3.6132345827582815	-0.773747277326179	0.3769271181794292	0.6792944179253445	-0.4683266074209817	0.5581913439366398	0.3642535406689827	0.4084228405073687	3.478565622171488	1.4773394158575814	0.3145073090328227	0.6999987772245876	1.0434541219906168	0.0697218300989431	3.885457311327576	-0.4952353033452509	-0.7073957312621407	-0.0679865583176384	2.628501792895495	0.3980776320224936	-0.7187169028116257	2.0244921945373764	1.2083918799098383	0.7564652116770683	0.6230510607447738	-0.5372714267709867	0.1063901566693197	-0.51825408934057	0.2178869656363549	0.5073297259409235	0.0021712436983826	-1.255817261925929	2.404378846272376	1.5719799484658394	3.885457311327576	0.5281595662056168	-0.1910833854240467	3.885457311327576	-0.7454164637934775	0.7319267117668545	0.2629764592213726	3.0989717593558703	-0.4728020951886971	0.4775767947997898	0.442734913393185	-0.9350460872473524	-0.5978647907538214	1.1681403746593906	0.2323312189925938	1.2461477081807812	-0.4211457644117981	0.5437889175688839	-0.6998529310056483	-0.0020532821384324	0.6698833455165973	1.513129375669808	-1.2305537608820043	-1.1454497816479436	-0.0465014285667065	0.2122403221911064	0.3596386296063233	3.533358977084636	-0.1139125916723229	-0.6772524148951613	-0.9553740036502462	0.0191808856815991	1.544848175269659	-1.2349316523432572	-0.8630618400675607	0.3577564151245746	0.8607956632839604	0.0034957650003538	-0.1846699138566045	0.5164480094302875	0.9531775385141192	3.885457311327576	-1.098561727558142	-0.4130731556345172	-0.4382111757129914	0.2784803296191896	-0.5638594491168835	-0.0420677677874753	-0.4854896150286374	-0.0811899443488733	0.217092252855171	1.509713504943671	-0.1137871107068728	2.834513653505337	-1.274862484015333	0.3505342884464545	0.1499041670214658	1.1685307598852348	-0.0329773689571005	0.7260988180381789	1.45224322276759	-0.3123119403782003	0.0493660290370614	0.7811849618707103	0.0297770560973734	0.1989253975239164	0.0448068872923789	1.3641277003627306	1.7180537345790838	0.0282573421824788	1.706871986324543	-0.3137758849751168	-0.1687896005624382	3.472166092933539	0.3979103240685604	1.055946449217635	0.4523411784148532	0.2752596515059746	1.1688653757931025	1.4255157771267493	-0.0228691800736317	3.76767376656819	1.7232821081394991	0.554189895371736	-0.6612326783060497	1.040707483080212	0.7718157164504461	1.036678149856318	0.7242723728744072
C1QC	0.211355943095031	-0.1455772566005153	-0.1980282378080912	-0.2371019807906949	-0.7024772789487631	-0.6419897820014683	2.4236866525825578	0.815396742579801	-0.07621907392533	1.1549649645947162	-0.7588651355883274	0.3431649740311384	-0.6319593965339219	0.2819348623382747	-0.5186852158228351	0.7506671860585038	-0.8421702335535807	1.6238905716048877	-0.0336560589190261	-0.9477029098622306	2.6061053870694204	-0.2784849504478743	-0.5379016439650212	-1.019695848963475	0.5932023415837022	-0.3662253912770733	0.3183738488948185	3.1427717008021	3.149700601562401	0.4816982288963	-0.0912544793219161	0.0937684931768044	0.5980547694417341	1.697795997996091	0.3015887210840156	-0.4584723846033539	-0.9659020575310344	3.12519309422206	2.1576678087931622	-0.2686783666844725	-0.2952700782586781	-0.448014741336987	-0.7580106199906872	-0.371047300720904	1.5513076098290814	0.5250852410860429	-0.4740469486508328	-1.341797365250421	0.3300115375103082	-0.6302707109481075	1.7181314346589975	-0.931467113507053	1.031629880001881	-0.493446487278227	-1.0460942772477382	-1.1762044497932975	-1.3051549225992012	-0.7411848009609487	1.747449457901867	0.4697757017482634	-0.5509533524385125	-1.1346892336745773	2.323972820581653	2.79354948709479	1.2252590453054129	3.149700601562401	-0.5607599362019152	1.918728971205196	1.0453326479783365	-0.0246124355106599	-0.1539901661153841	0.8483973211363137	2.7198271711887947	-0.8947636340274309	0.1131782046089329	0.8848769989117921	-1.2712591372261128	0.5440880403288186	0.3489532999246815	2.070842920390008	0.7838915663191602	0.4003259638304735	2.273190179350423	0.7969432747926515	0.2754140945038962	2.266170944084087	-0.6747156948301682	-0.0689862097595839	2.169203769361314	-0.6431901729600596	-0.3719628531469475	1.925280257453776	-0.4153803837508915	-1.0133276732001035	-0.1681100190859268	-0.7598824160617097	-0.659883745528258	-0.3591756375965354	1.9516176489096364	0.9452220765928134	-1.1321867237100582	1.2593888051873792	-0.7761894220500231	0.426836292966808	-0.3699079465907159	0.7581340247331279	0.0946942184075822	-0.5768227948766171	-0.5125510145683416	0.4119738252506975	1.146897930440797	0.5713511570154571	-0.3807318108275009	0.789751101845841	0.7675133506977101	0.6791930599986835	-0.4361837694315539	-0.3042119736197053	1.2775370888325148	-1.21149390941492	2.1083195330294004	2.4278676753281587	3.149700601562401	-0.3739363772653089	0.1254160887037187	2.9153383053680835	-0.8473074999441595	-0.7009310126292223	-0.9754644939808256	-0.1293719786595399
CA5B	2.242511596579527	2.2040866115890982	2.583941109472492	0.3582857706602614	0.2369466342368911	1.777040570384524	-0.2314662831888713	1.7069763778180105	2.1632886860304628	-0.352833173303098	2.582771846476718	1.0995174692026124	-0.9194525258235752	0.1292345600239215	2.287417068384883	-0.6479242913317999	0.9464142335943042	-1.1600076413198157	-0.3311020333626825	1.1359025579151103	-0.7786164215737141	-0.8284065429697639	-0.7834871943189803	-0.4021792356454479	1.0314099118414617	2.1477327423055543	-0.8237161692150637	-1.3812461879801303	-1.0397092683035534	2.300641702077869	-1.4998793395450198	-1.0971732852213458	-0.4464324957156818	-0.7172668879360522	-0.4403128068818864	1.026788922313902	-0.5725452669663214	-0.6535721674210402	1.752298154986209	0.9445269826160828	-0.6048366862775273	-0.7514178045346243	1.0508652491316688	-0.5441393643749851	-1.041818548808626	-0.6409719917723188	0.3075936543113854	2.0864664697404605	-1.248736190987134	-0.4157230367832806	-0.1464706049417137	1.1828479259983973	-0.543972842229848	1.917862797788956	2.583941109472492	1.704547929868091	1.935319869337516	1.4807699204944331	0.5450264795863016	1.821349337836471	-1.0327014613623595	1.108551295576311	-0.6871125028207753	-0.3645868613807048	-0.7436606479403126	-0.7016554368294309	1.5389139028382028	-0.3940474042245768	0.3096890579710292	-0.3658080237783789	1.283635454342741	-1.0460232329733423	-0.9133050832989236	-1.2791958667018293	2.3013077906584174	-0.248493172529159	2.583941109472492	0.6188929278001156	2.0112678443655465	-1.0745679040189593	2.577554152595749	-0.4989563556610675	-0.1952199629306554	2.583941109472492	-1.6501239449951377	-0.3409823473074944	0.3108408361415616	1.7346190539108	-0.4090205204415046	1.9156008719841755	1.334188802237335	1.354365735489803	1.8019495079279764	0.0253247414582536	0.0141538808886274	0.1969119351768012	-0.3455894599896266	-1.3559348219192633	-0.6414299276714462	-1.6671369574899972	1.0612867600481772	-0.3386926678118571	0.0541608262578609	1.2066744695984577	-1.4831022334224384	-0.3169892815622968	1.0266362770141937	1.1427715964020235	2.312298252237479	-0.5135547970514371	0.0246725297231326	-0.4230777648601776	0.9465252483577298	-0.4657768182424631	1.5889260537611014	-1.6262557708587932	-0.0996778821581362	-1.098560969764157	-0.1440976643735085	-0.9930136834379728	1.3611792665950035	0.3598538541936373	-0.989863639525792	0.5074479821669861	1.84151239424351	-0.4131141898427966	1.3226848973774343	-1.024930427922619	2.28472496037183	-0.4244654494029876
CCNL1	2.980441807637077	2.2753592334335027	1.922986597757192	-0.3873247325191208	0.5398092681418095	2.923281429695693	1.5275365953209736	1.4958597507356086	2.5635702689188404	-0.7577182723414094	1.6676530524011923	-0.1013578943122363	0.0350444162721417	1.243174358168183	2.4503505162208827	-0.6110599801945004	2.978039843289948	-1.382098839152627	0.1062303539446745	2.980441807637077	-1.3646277633398691	-0.5412430028618249	-0.0525802664650584	0.0924060987094026	-0.0648335836054127	2.980441807637077	0.2465712307527371	-0.087354103294689	-0.8613553026603731	0.9719743380535208	-1.0968838070340243	-0.6353085317881868	-0.2212204709544154	-0.8454102809969637	-0.4528440720635578	0.357804868859265	0.5885083490842415	-0.1277047703612757	-0.3559620755527383	2.1474063256025007	-0.3539198560293466	-0.564268466938754	2.58620299847204	-0.686723091437547	-0.4352720073732707	-0.0910458078177441	-0.6400325670593301	0.4246258428252053	0.265837664388257	-0.7468339155409124	-0.247488800098709	0.8304664786606609	-0.1222962549202032	2.124627723226201	2.1407635016582787	1.0032023431831951	0.9793914100588076	2.980441807637077	0.6674704303266139	2.030573415286233	-0.2146449729285477	-0.2136126421804595	-0.5919618613548651	-0.1942227776946254	-0.0047003175292616	-0.5288438128983717	1.617652337037257	-0.0449724376911024	0.0432245153521035	-0.1300499565172591	0.5840199545273359	-0.5048982279372778	-0.7346703662916968	-0.2204462228933495	2.555524821675585	-0.0108045341266541	1.6759565823314684	-0.360730994769451	0.8470062126028608	-0.9449965352283194	1.3898214293287003	-0.4290668018983476	-0.4828826526356533	1.0069725946109962	-0.2819372283229633	0.151204067404874	1.320543059342853	0.342241360733193	0.0180782848470369	2.5190341739279387	1.7170927184455138	-1.0945273998916485	1.1960237733478838	1.916007144221203	-0.4375835305700776	1.7436415722496132	-0.1802863125954311	-0.4443834483237901	0.0939321528587508	-0.9969497022245088	1.9235925310223745	-0.3731750686784736	0.3203379952954909	0.5497622830717489	0.5123963983855054	-0.0625557233677824	-0.0582693065659368	2.458283753600213	2.302962859958475	-0.1372987137266622	0.2403211413322457	-0.9491595211798508	-0.0303514924219809	-0.323264121205677	1.428780694082646	-0.466163382911177	-0.6141120884931965	-0.1704791704885916	-0.6434774098817557	1.650103429683689	0.1674408347144823	0.1963012117153886	-0.8986650824146554	0.5349393600475664	2.1879701914105394	-1.4601407995108333	0.381806558752321	-1.029378352898156	1.222314544464962	0.2272823551444336
CDC42EP2	-0.1479844758535717	0.6226457601630051	-0.1962285595367542	-0.7108374990051084	1.3658854943360372	2.275211418238057	1.3314577156487748	-0.5159727207156928	1.2226704543491256	-0.084955654581298	1.863450020164564	0.3849924017986104	2.125233490642162	1.0678665043305895	0.8845906360727984	0.1898209531880223	2.401172217523288	-1.18649930768473	-0.8281792482111098	0.0840358329272073	-1.0616199247952085	-0.7298187778312781	1.4732201067459274	0.937838288154036	-0.3630572142538424	0.3297271818149304	1.922766516496348	1.596211046078765	-0.3552774724220284	1.2219118488178076	0.504351718907053	1.200105974928219	2.6593079252332723	-0.3358926800153697	1.0661394662060992	1.559894823834817	2.3944738920871838	0.5627482042753212	-0.1077783826937173	1.6996073659430908	-0.456575521667814	-1.2594384224937984	1.6138526598177143	1.9472678611035967	-0.7950427129814097	2.0753430715505865	0.3823453527106069	0.8587173452918883	-0.7348062056861141	2.132771124325682	-0.5451386823133877	2.890822389389553	-0.3891564726398261	2.1338202596349523	1.7095822216527627	0.7610670588137165	0.8233049934682328	2.181047489095305	0.9504117713220516	-0.1269533480385214	2.009441233585236	2.2110688994836347	0.5207343702748775	-0.8514216304472368	-0.3813121686351335	-0.9887292316157996	2.265720778824973	-0.3164271848926137	-0.1180921898109981	1.68824442351654	2.1947830913751267	-0.3454317410581136	0.1732930369312218	1.8323633339237455	0.7726398283021217	-0.6054397517815618	1.8882580350929865	-1.526322304628768	1.6564636939172797	0.4300406579243246	-0.7209091979740967	2.18464683023326	-1.378507209824289	1.507680166519629	-0.1613488456393446	-0.6056172977569771	1.0057092723921697	0.8067609366682134	-1.0330834443830743	2.336141968891793	1.3347181053791202	0.1887556773355334	-0.4394665458551094	2.1414385960345728	-1.027256708280823	2.01413813166212	-0.877908261870489	2.890822389389553	-0.4652268528334828	-2.00027321572712	1.4080768743118948	-0.9344970063981708	1.035375590829671	-0.501591496707089	2.2689327469256586	-0.148145881285768	-0.3502900445671924	2.890822389389553	-0.1483234272611819	-1.0101477324681185	-0.8067607473587897	-0.3548255372118813	2.890822389389553	1.606896085690097	-0.4839660235113602	-0.5895413167103221	2.6925735848087284	1.3394472845424432	0.0173431083440995	1.1154649662849911	0.5659117507463488	0.1328609761662925	-0.9120939324094592	0.1487432706943133	-0.7622289886160996	-0.7040746113961251	0.2878908937899019	0.6583325012213923	2.890822389389553	-0.3343431878662945
CNTNAP3P2	-0.3261123546152246	1.690246245976993	-0.179752727253219	-0.7744826721005891	0.5711748353789974	5.116061331544469	0.2722873168184435	0.2731266691759471	0.8642844865483584	0.0358632295140152	2.925714356756323	-1.1087732923077778	0.0166362045804893	0.1581158763756094	0.910858782478706	-0.0924600820727859	4.445586277973692	0.9497032287911076	0.1880788035562809	5.116061331544469	-0.7798701430464295	-0.2031960337965331	-0.3682946905353756	1.084507121370731	-1.102864642107393	0.7991468396415823	0.2191543606062033	-0.9558803804328266	-0.6160597945772445	1.404046611890341	-0.0412595882650319	0.1383618162408608	-0.7959349567726143	-0.6492239726097925	-0.5540648390555409	4.573363034537001	1.0691645410684454	-0.5319488804264194	-0.5887125235804229	5.116061331544469	0.2979558831002578	-0.4692512113030851	3.7024276046039577	0.4162460060415425	-0.2136586585319331	-0.4494581115238012	-0.163453675659824	-0.171476322611782	-0.2009317344134977	-0.2693291916389542	-0.4126437267272229	5.116061331544469	0.2144305636174592	1.7536856683464934	4.046854868514679	2.839592900911943	3.0865772120631103	0.4411532992549222	0.2842529678684442	-0.196734972625978	-0.3655814352401881	0.3065641247202424	-0.6518005891491071	-0.7722964520066243	-0.1697585782522378	-0.5840863257030163	1.7851711416640343	-0.1571487730674084	-0.7246095262070277	0.1219651655361284	5.116061331544469	-0.4761026689189919	-0.6528936991960895	0.2119905858340156	0.5367613887213257	0.3494101345974889	0.0711355483514574	-0.5804361189389861	-0.0653665687654415	0.0600678091257623	0.2325644785040028	0.6072669867516763	-0.3330223716979335	0.3491173372634765	-0.2137952972878059	-0.029001139881017	0.487454317673524	1.925928580035255	0.1503274672908616	1.411756941686018	3.3811118102580013	0.9216727640149222	-0.3280838566642459	0.0356875511136071	-0.5800262026713676	0.5767575045475136	-0.4403423545248607	-0.3599792462494034	-0.3763173374873337	-0.9180314450560688	1.2911049202503604	-0.761989985849364	0.1662751620834404	-0.32074440349165	-0.1601157860520746	-0.4101647092992457	-0.4434264864431312	4.6606751995397016	1.2340094401178108	0.0543680210236418	0.8488247873124688	-0.2672015310117916	1.162762088841294	-0.125311942949053	0.0830816795791913	-0.1674942788692041	-0.4488725168557747	0.3267671407671447	-0.0225400787104618	0.8643625658374291	2.0300277921880405	-0.0982769891085125	-0.6250193929980453	-0.8750878360674841	-0.3407912609604128	-1.1087732923077778	-0.7755562623253038	-0.3838715087048713	0.6830429367942623	-0.6999755105053936
CSRNP1	0.1177650094372472	1.376973057006433	-0.9156862641571348	0.4284641349150417	0.9897333952089354	1.92209682912312	0.6775639520740674	0.4284641349150417	0.4550138708942148	-0.5005245699005265	1.1021636853865628	-0.9892861651626907	2.4201844392387293	2.025159095371389	0.7235498871772349	-1.9274468515533407	2.2375709862300783	-0.3383415308125594	-0.3087391353167922	1.4145851829769298	-0.6637578358864028	0.7271906737566564	1.4032987445807197	1.8168780969778109	-1.293725938328939	0.7397653904809686	1.2545166007100894	1.5124103177609516	-0.4810883707765321	0.6059804867124976	0.641562174013701	0.6173929523364573	1.8933206121203767	-0.9534104143300736	0.9501328396450622	0.0923775245584265	2.676917025431261	-0.3753655297202251	-0.6108123972064172	1.5277576334957463	-1.3202196622068898	-1.0741444985138455	1.0667360313637213	2.3700396056198354	0.2536223609509291	2.088956878663115	1.941715067576086	-0.0759388396133348	-0.7756840171530337	1.4803573928367275	-0.6230790473740094	2.4203384725170887	0.3030530402792414	0.9043289438708664	0.8076100480859774	0.4216166555406644	-0.2653297568698334	1.284609102091547	0.858104957337505	-0.8094593141898301	0.835041974659394	0.0231045583722615	0.9899154345379072	0.3033611068359625	0.5714490263092071	0.6050002749411144	1.8885595835165176	0.8598693385259947	-0.3761356961120255	1.3133993221195952	2.344246033007159	-0.7487561994906136	-0.2706088974099951	2.676917025431261	0.3926864052595618	-1.7045747007914624	0.6056724201557789	-0.1244173132208763	1.3546102255935963	0.5078752914223671	-0.2314424356305926	1.4400426829822752	-0.5560885743126357	-0.0169721000519969	0.2598957162877789	-0.5035772294171181	0.5500243975918365	-0.0515455695312047	-1.2118502493678496	1.8053536071514067	1.0957783058472683	-0.8304918581986475	-0.3073948448874682	1.9644139715962536	-1.6426253168400575	1.4432493757772284	-0.7651537421233201	2.676917025431261	0.1622806268833387	-1.2888528855226355	1.1882682879899038	0.1659354164880676	0.9880670351975828	-0.446136819614076	2.676917025431261	1.395078968726408	0.4167576057596658	2.100495371514822	0.0234966430808148	-0.2873145065994216	0.0889467833585866	-0.3549491188248488	1.8731562556804984	1.5414525922444986	0.4061713186287299	-1.2453174798479247	2.1053544212958206	2.676917025431261	-0.2620110398724355	2.676917025431261	0.3588831021721556	0.4811295130889173	-0.771063018802229	0.8070499270737573	-0.2502625016411448	-0.3527786499025008	1.537503739108356	1.7550127311782382	1.2183607893713613	-0.406858333632229
EFNA1	-0.9059430466570664	2.15930944167851	-0.416836616966995	1.2591337362501385	0.1506749579696435	2.2694078371890134	0.811449326680063	0.9720315279448088	-0.9520339563297316	1.453226144796857	0.924675648196296	-1.1401925052479331	3.209717593205609	0.9291145431897208	0.6300296183477332	-0.946514086907856	3.304567349438181	-1.0036217359683486	-0.2757349548702869	1.313067460393054	-0.5858826180119511	-0.3542320979405505	1.169504856512425	1.7899381795313014	-0.7893818040317829	-0.6215317746948996	3.411532529068096	1.405686269400949	-1.2318223376510784	1.4697857530624856	1.2784532792267047	0.6214738207438264	0.9896491111829624	-0.9512289753723744	1.2049930170039045	0.9162348478720111	0.9183507978170632	0.362430948666365	-0.7454758426719427	-0.3041852818488728	-0.0005464647338383	-0.7257653089446607	0.8068264360392411	1.9263709520753385	-0.3155930119874159	0.9094960072861372	0.4852940422149574	1.2016580958948535	0.4948158169676948	2.175547057561196	-0.3854193601741506	1.5515718183299505	-0.9046320776693714	0.7236374039603827	-0.065312932617184	0.352633180442536	0.2048156772158776	1.2544418472415435	-0.7164275298393203	-0.9010441625451509	1.96618301028062	0.3378215308271675	-1.2208285977191746	-0.9123138959481484	-0.3418353911972533	-0.8141982169743011	3.411532529068096	-0.3638228710610588	-0.7293762235248048	2.000797191446967	2.065954650081031	-1.2326963169762084	-1.439369427913619	1.676297867808425	-0.0071933074960137	-0.6310765489035606	-0.4007139983639314	-1.6280082054715248	1.227348488162502	0.3158570504192856	-0.5907585026679409	0.4110287990347999	-0.5059365092184447	-0.0847704723292981	-1.5659354338660545	-1.0468377136504536	-0.1588977187739078	-0.3962061050027317	-1.2944268566775228	1.6354968329983912	1.5266864070196595	0.3392474970944846	-0.731170181086914	2.457359391003896	-0.610032046732658	2.104225744739371	-1.6087374213415182	1.12741585217062	-0.2656381937194387	-1.212939784337077	1.8903768035535211	-0.513526329673525	0.5826507391432968	-0.5145383057342008	3.1874541198707087	0.8045034909908684	0.1648196233632008	0.4459189736722406	-0.6402993307292788	-1.0771969954707732	-0.7799290276468205	-0.5593872447869458	2.695403759822302	1.1977941872995417	1.741478325898412	0.306220278386926	1.7828773465624843	1.5045839298762298	-0.5388487306463811	3.247068709626971	-0.3317616295023288	0.1838171739568242	-1.0574864617434911	0.1895440384820204	-0.9925589976686718	-0.3502531920656143	0.508155501403895	-0.6955900227717384	1.9100873372808036	-0.0887263787483087
EWSR1	2.8406001672694154	1.277215333584876	2.251896291605546	0.0124495406946509	0.1743258702621365	2.725327718785441	1.748220020775989	1.2075295789596423	2.8380178604750363	-0.6852765230273483	1.997407900676703	-0.5540537512128978	0.1152283653774313	-0.0858206565352877	1.707284748859957	-1.2533508097697397	2.8406001672694154	0.2054903206443887	-0.3316494173988984	2.8406001672694154	-1.165081335756729	-0.8485450350094516	-1.256671611859652	-0.371486270162113	-0.3666455625002802	2.171060305347646	0.2531693752660884	-0.4682237895044001	-0.8280965575250304	2.0473731998141496	-0.3728401356295385	-0.1341127823120488	-0.4520284931582126	0.1298015776258529	-0.3163737277853023	1.7677233468963576	0.0996461401863051	-0.1573583969414328	0.9454799771183844	0.9760824456084976	-0.4621697118481757	-0.2592559318388139	2.198865636692795	-0.4423343055188159	-0.8085293698260098	0.1568022530799846	-0.8909618955502131	2.0931491793920154	-0.6073270801245267	-0.3343699206494805	-0.3720482520542522	1.1371796639164269	-0.5476548210319512	2.005045745483501	2.8406001672694154	1.5209622069844255	2.4471083652294565	2.447913021120474	2.1239943218810065	0.750702162229308	0.842100853596274	0.0479182614780577	-1.1176321828181772	-0.0449492461979077	-0.5212672167328809	-0.7602883333121707	0.4698644839485845	-0.8018622210147252	-1.038137289711973	-0.1598106815616758	1.107088088055531	-0.8820468191703726	-0.6782006601126895	-0.3579603878035867	2.5926361306619907	-0.3625201045193505	1.9784665564484731	-1.4916311320366653	1.0165579141582344	-1.5599543360197754	1.358868748049523	0.0117726079609375	-0.4088836106208157	2.2184455967075456	-0.9450781973000504	-0.7528420732413299	0.2808853004011243	1.723122420365691	-0.5873256336906708	2.3902971048604997	2.093966607598763	1.320347443806542	1.0711084746429058	0.5747890576740778	-1.0832107919246647	0.7534865270585421	-0.4799743199763966	-0.6292699185494073	0.0244810621127165	-0.5071665801664843	1.875074660610632	-0.6320031941157194	0.4308578317078483	0.860250314249217	-0.0452174648282468	-0.8243287243845541	-0.2367511115217941	1.8932879828422269	2.1238155094607807	-0.5099126280485274	0.3640586204376931	-0.5074220264810935	-0.1822005510371216	0.0585320558500459	1.3056337360850852	0.0086689352384423	-0.2879297806536322	-0.4582869278661241	-1.3763609825695229	0.122342545239281	1.9971141374149028	0.3862441328614517	0.0965296951480799	0.165704557144095	1.4627332195693898	-1.4784117852556684	-0.6447627375304203	-0.7980432986113256	1.9383998020021107	0.1168887664223869
FW339973	1.1964687830450926	0.8923374144217892	2.4135268869054274	1.0721590068642697	-0.5264096764531822	0.2589227348391402	1.6741485537870653	0.1518346415284049	4.024928387107931	-0.1566169430726188	3.46694941297953	0.2890754751219921	-0.827256497312605	0.2863827377660156	4.024928387107931	-0.4496222760272751	2.515407048626581	-0.2721087441756305	0.0337980556713944	4.024928387107931	-0.5594918782551734	-0.4478764353239504	-0.30424404932497	-0.5486321572700835	0.6776877794739927	1.381764621760713	0.0588316359258518	-0.8273452688737902	0.562817379299282	3.0011058503956938	0.3040778689624292	-0.3677157155729748	-0.8926515473863064	-0.6325508731112669	-0.1921551580674223	0.5892713045327158	-0.0873159443067332	-0.2467792587172204	-0.4168063889088436	0.0832734057724024	-0.0181037171020329	0.3439658904553473	-0.2495311771139866	-0.7771893368036888	-0.1891665155074931	-1.181070349679685	-0.3601701328721624	1.954104467247378	-0.5642855425592184	-0.1857340151416335	0.3249391858411439	-0.6378179857416377	-1.0951394784516173	3.626974947277529	0.8893191813414645	1.667342734096137	2.245955769906616	4.01780654065918	1.1789511949710525	1.2942950434720877	-0.7852675488716171	0.080699030498008	-0.758192222709881	-0.482260620023336	-0.1288314444213951	-0.7921325496033362	-0.3233891160207556	-0.1800822257461234	-0.6949572806250391	-0.313653834810688	2.1202256487468167	-0.6309529850099186	-1.124848360928539	-0.3299582115485207	1.900131358046279	0.130411104762179	2.346297224567213	-0.4226653119471211	0.7272223106157918	-0.3575365765569769	1.9977208943101084	-0.5227404519241609	-0.7597309297704382	1.11266842928549	-0.2333155719373405	-0.6862576676288099	1.612215594599619	0.2239171492114536	0.2207509635291525	0.8852060990065115	1.058458595921227	-0.4131075738594255	2.2760493291486785	1.2196381605146445	-0.2290841275208068	1.3850491695245946	0.0510197385414821	-0.9010552551785828	-0.5981962789322781	-0.973285715463608	1.7590141662809018	-0.6281714760927568	1.045586719549255	0.194385809856904	-0.3472982565001892	-1.2386239118486213	0.1268602423147386	0.3358284973466294	2.4228774913503552	-0.9354394398779672	-0.279358421672489	-0.9528682563908222	-0.8266055058639071	-0.0926126474574983	0.3222760390055642	1.896758038721209	-0.6346518000593366	-0.4509242589246707	-1.1123907518421006	0.6979276954244051	-0.4307731145354435	-0.9883176998244404	-0.7183929727781482	-0.4914040908254956	0.0902271780653069	-0.773135435509527	-0.1122015719592129	-0.3918319896951759	4.024928387107931	-0.6636505100467692
