	GSM5532529	GSM5532546	GSM5532557	GSM5532582	GSM5532583	GSM5532594	GSM5532622	GSM5532641	GSM5532661	GSM5532665	GSM5532686	GSM5532689	GSM5532736	GSM5532907	GSM5532931	GSM5532958	GSM5532972	GSM5533000	GSM5533018	GSM5533028	GSM5533034	GSM5533038	GSM5533043	GSM5533044	GSM5533049	GSM5533050	GSM5533098	GSM5533148	GSM5533203	GSM5533225	GSM5533238	GSM5533245	GSM5533273	GSM5533289	GSM5533296	GSM5533304
CD276	0.0393151037374936	-0.6854538670183989	-0.8805913673577529	0.8330498072722783	0.7786890927451344	0.1468994824264825	-0.1846799974441929	1.4249166865578489	1.5864930317123933	0.6884252023520622	0.3432927760818299	1.6970688920668708	0.0893127357967805	-1.929466911428612	0.228086837964222	-0.6784626394715494	-0.9291409085958588	0.4985589310089408	3.104256123263752	1.1419376417028924	3.116590134646733	2.5689344981834994	2.80962034239235	3.116590134646733	3.116590134646733	2.686274042614288	-0.0205628393735363	2.990800830328149	0.5229418225644552	1.292234777704338	-0.8418079263760702	-0.1259742307020508	0.3295738673827418	0.5414042208766571	0.4882945671739882	0.1839623766322949
CD38	2.1982948246748166	3.730529742452298	3.2937517201978066	2.055740068665174	1.566030436613434	1.7840299034441576	2.4341037103014598	3.1043022495312225	1.52230488125741	0.6536610448842802	1.2133171588828044	0.5768275368311477	0.0665666860428238	3.660582169579945	-1.177130821249295	3.730529742452298	1.9971264709354588	0.8825475976824435	-0.154844034195033	1.4865555097180947	-1.1973790127682202	1.8574344424923728	-0.8235043576064222	-0.0888373804225338	-1.431551795992987	0.2110117444433195	2.7015916625361527	-1.7716323746338785	2.471204779260376	-0.5143498004567874	3.730529742452298	0.6615995367986772	1.2083799755219204	0.2188675473080143	1.151542800445006	1.4785429863861443
CDX4	0.0965581904284209	-0.8947970442903812	-0.6905434177594169	-0.3296293772518901	0.1347263588819673	0.0692114904095082	0.1648189323014227	2.942032917148014	1.8049944615216968	-0.6800356324554488	-0.2961384061538292	4.893539555693986	-0.5412905297480565	0.2579784345959128	-0.3774278845167137	-0.1593834136614232	-0.3012887490827138	1.2786672631084068	2.4041004535521324	1.0512035914856546	2.162766252504712	2.013144119563897	1.7735508749311368	2.8048769324185745	1.6058602648010187	2.7595545426924404	-0.4973027060343123	-0.8361756769391137	-0.3228924229225211	0.2507682665142375	0.5444917654434869	-0.0076260055807668	-0.4226710062369971	-0.1643311489309317	0.2721967045206203	-0.279234188077424
CHRNB4	-0.5023991904152493	2.0303174511572584	1.3011682862181844	0.541521632251096	-0.4605287559291085	-0.2894907488383816	1.098756510322339	-1.1517803162703986	-0.2395399463239428	-0.1522388051590648	2.9218194543863483	1.6784454407249	-0.6425805641911843	0.0078232898100134	-0.3370546524174441	-0.7441510808864537	-0.2536709692522339	0.1280888475842975	2.5759665730698487	0.0269445082687523	2.6680760760440294	2.0653582831033472	3.364177818982007	3.0775671189975875	2.7477154580764878	1.9716095326151013	-0.2717592582530482	0.813700090393629	-0.3551790441622925	-0.4318135731076893	-0.5337101049348529	-0.5132596275603764	-0.8433634014936154	0.0649854441679629	0.0212818726768456	1.1227808150081109
CHST10	-0.3421034441987427	-0.939406969124292	-0.2015181575774509	1.0172330936091938	3.1899515081733942	2.4256755780797	-1.936887980749021	-0.6824094516017079	0.4780164308875886	1.4400987550096611	-0.0126466597867221	0.7712134539360721	-0.9075787494612524	0.6151711575518013	0.1165294019659638	-0.3507170728939337	0.2214589752634728	1.880572511703053	3.1899515081733942	-0.4965850497818794	2.2242831854136464	1.8796586136817872	1.8678204075932792	1.8799623376841248	2.136008996801233	1.8731803209866251	0.9227789749101958	0.8946817717078177	3.1899515081733942	-1.2301725989402472	-0.7101018846809328	0.0763810265880163	0.9034715687836072	-0.5370936843273227	-0.8115947185909291	0.1181010014720451
CISD2	0.7174061665412019	0.6642010306205958	1.749312649282401	1.166869355978732	0.4003269840455777	0.648066332172168	0.1202555871808183	2.9658390026796084	1.099759768295063	1.4105271968504334	0.6673569120847935	1.0058112964310466	-0.4470340902990433	2.8405120025656987	3.1178602312380512	3.1178602312380512	2.2592902089463194	3.1178602312380512	1.1621112697323146	0.3529528533332338	0.0355521459112836	-0.9239573377563346	1.189267833037883	0.29154139803642	0.5687915138623608	0.9974643092675928	0.9296143515041289	-0.5509814899905079	2.6066315239653526	1.0661832989879008	1.2177073400875216	1.756615163828788	2.218018034342581	3.1178602312380512	-0.4848275046734229	1.0291050822791312
CLIC2	0.2970179024847313	1.709975871661864	1.72668709393291	0.8728112629153507	-0.3673809509257808	0.2505220463650165	1.6364460723688714	2.471021388388509	0.9152203464031288	0.938595995326044	0.178851481814676	-0.3873240568033967	0.1822894839902672	2.7239382884897947	1.8597332071703163	3.0963991045923	2.580770578013509	1.570212041433176	0.3114949572472327	0.8901988207524856	-0.3581371589575072	-1.1863890983664933	1.0045035846413972	0.2722183026769832	0.0620207223680562	0.8762046087622367	0.3747888371332878	-0.5651138391577165	3.1289622230292777	1.5088585155244072	1.084297126117603	3.03904974013286	1.5264992592018112	3.162539937943954	0.3116414801529901	0.7311610847678104
COL6A2	-0.0684968083873332	-1.4908103272351545	-0.4891693591766725	0.1032881889935143	0.4173375497256478	0.0046938608410068	-1.5206641672620915	1.242511153461847	2.147887938135038	0.9626839856577994	-0.573081764304309	1.430077543287351	-0.4940107060491484	-1.3963812481985138	0.7837254718687582	-0.1096959062006342	-0.3506936178762565	1.017618054156698	3.05221433544873	1.028869994573387	3.0300356466780736	2.477226901668377	3.0287481586175327	3.1400158159126863	2.516747096425339	2.808024161370757	-0.2198986640569775	0.0821938040027331	0.3590720466402018	0.3039185291491404	-0.8604449114899697	-0.1154759902392685	0.9978792563211738	1.1934603656316332	-0.0433851650438463	-0.027803576073735
CUL4A	1.4420184332741155	0.0689071683355607	0.6629564919381403	1.1157294829402746	0.037064280784055	1.1860110385558111	0.6638184957681821	2.005427186163179	1.636701157691809	2.0536250306866264	0.9159669710082092	1.1518764987044017	-1.5749709026124263	2.5228039575432875	0.7327151780435609	3.069746011833898	2.178900095304984	3.069746011833898	2.886941416107847	0.399913290696733	1.6043042091917434	-1.0934120202633557	2.52608562269596	1.7972410013511342	1.6048821191782017	2.3664216743681843	-0.0022564087862136	1.720978972903377	3.069746011833898	2.7006460554735043	0.1586235576893619	0.1003077851139494	1.1570286566623191	3.069746011833898	-0.4996418555303061	-0.1014794025272401
CYP3A5	0.6816892686163186	1.1018540541174568	2.911827017621401	0.2683767319864248	0.0087085151783513	0.8298090852518385	3.779771221116389	-0.7838434689618307	1.1287488707888185	0.0556808030271418	0.4337107713790353	-0.9545263786138716	-0.2369181380193865	-1.1035743599359236	-0.0622288750564071	0.3755671225007134	-0.9494255127592406	1.041442018356542	3.113679865313314	0.6892194746141259	3.014626512650306	1.5125314098648404	2.1611108048572536	2.5338836665319606	2.126027072538583	3.573688258900415	-0.45324863905988	-0.9982701836062956	-0.0364308897857111	0.4046345996856629	-0.0566596000931596	-0.2452950257087914	0.0456918758594968	0.6075773872895869	0.2637444391512986	-0.2216158056054598
