gene_symbol	Ctrl
C19ORF81	4.531832162162161
C19ORF83	6.064559999999999
C1D	8.995624054054057
C1GALT1	7.563354054054055
C1GALT1C1	5.596620000000001
C1ORF100	4.603798378378378
C1ORF101	4.329249999999999
C1ORF105	5.357439729729729
C1ORF106	5.009380270270269
C1ORF109	5.345370000000001
C1ORF111	5.323795675675676
C1ORF112	4.259815945945946
C1ORF115	5.357641351351352
C1ORF116	4.312576486486487
C1ORF122	8.006059189189191
C1ORF123	8.029303783783785
C1ORF131	8.676792432432432
C1ORF158	5.074816756756756
C1ORF159	5.738251351351352
C1ORF162	10.097209189189188
C1ORF168	5.47650945945946
C1ORF174	9.288531081081079
C1ORF186	5.310176756756758
C1ORF192	4.543723783783783
C1ORF194	5.141797297297297
C1ORF198	6.799705135135135
C1ORF21	6.68865972972973
C1ORF213	5.13641081081081
C1ORF216	6.600044864864865
C1ORF226	4.673879729729732
C1ORF228	4.948915135135135
C1ORF233	6.354953243243245
C1ORF234	3.663745405405404
C1ORF27	7.047487567567568
C1ORF35	7.005223243243243
C1ORF43	10.70392756756757
C1ORF50	6.943236216216218
C1ORF52	5.251880540540541
C1ORF54	6.669726216216215
C1ORF56	7.61554810810811
C1ORF61	5.688232162162161
C1ORF64	5.280102972972973
C1ORF68	5.189442972972973
C1ORF74	5.514434054054053
C1ORF85	6.346061351351352
C1ORF86	6.198059729729729
C1ORF87	4.462200540540541
C1ORF94	5.416961081081081
C1ORF95	5.745942162162161
C1QA	5.627108378378378
C1QB	5.0897194594594595
C1QBP	8.715117027027027
C1QC	4.876776216216216
C1QL1	5.8411513513513516
C1QTNF1	5.137136756756755
C1QTNF1-AS1	4.822818918918919
C1QTNF2	4.511587837837839
C1QTNF3	5.292522432432433
C1QTNF4	3.6217381081081084
C1QTNF5	5.457170270270268
C1QTNF6	5.764471351351352
C1QTNF7	4.731365945945945
C1QTNF9B-AS1	5.118128108108109
C1R	5.264028108108108
C1RL	6.4358181081081085
C1S	5.2033378378378385
C2	6.110256486486488
C20ORF141	6.200160270270271
C20ORF144	4.190899459459459
C20ORF166	6.587452162162162
C20ORF173	5.223887837837837
C20ORF187	4.628374324324324
C20ORF194	7.2844729729729725
C20ORF195	5.612932702702703
C20ORF196	5.043295945945946
C20ORF24	10.74262216216216
C20ORF26	4.746959459459457
C20ORF27	5.556374594594595
C20ORF57	5.581910540540542
C20ORF62	4.225621351351352
C20ORF78	5.242391621621619
C20ORF85	4.198714324324325
C20ORF96	5.352042162162161
C21ORF119	5.773927297297297
C21ORF2	6.373996216216217
C21ORF33	5.858556486486487
C21ORF37	3.22791972972973
C21ORF58	5.605335405405407
C21ORF59	7.959547027027026
C21ORF62	6.447116216216217
C21ORF91	7.2954762162162154
C22ORF23	5.703929729729728
C22ORF24	5.246680270270271
C22ORF29	7.219020810810814
C22ORF31	5.188348918918919
C22ORF34	5.77606864864865
C22ORF39	6.987764864864865
C22ORF46	4.881122432432432
C2CD2	6.291667027027025
C2CD2L	7.556764324324326
C2CD3	7.624115135135136
C2CD4A	3.781554054054054
C2CD4B	5.742682972972973
C2CD4C	6.556377297297297
C2CD5	9.93729243243243
C2ORF16	5.932190810810809
C2ORF27A	3.752305675675674
C2ORF40	4.977581891891892
C2ORF42	7.384281351351351
C2ORF43	5.606057027027028
C2ORF44	5.37478054054054
C2ORF47	7.729847567567569
C2ORF49	7.527838648648649
C2ORF54	5.412984864864865
C2ORF57	5.535364864864865
C2ORF68	7.116514324324325
C2ORF69	7.399397837837839
C2ORF70	5.484407837837837
C2ORF72	5.876800270270272
C2ORF73	4.492715405405406
C2ORF76	6.528541081081079
C2ORF80	4.180754864864864
C2ORF81	7.364640540540542
C2ORF82	6.414592432432432
C2ORF83	4.439608378378379
C2ORF88	7.443045405405407
C3	6.61434972972973
C3AR1	9.164245135135133
C3ORF14	5.5090843243243235
C3ORF17	9.066837027027027
C3ORF18	6.47892972972973
C3ORF20	5.411011891891891
C3ORF22	5.533662432432431
C3ORF27	5.93922
C3ORF35	4.034902702702702
C3ORF36	4.918212162162162
C3ORF38	7.057764324324325
C3ORF52	4.306906216216217
C3ORF55	4.325719459459461
C3ORF58	4.999294594594596
C3ORF62	6.904325675675676
C3ORF67	3.3253848648648643
C3ORF70	3.8354813513513517
C3ORF80	3.2899927027027025
C3P1	5.74683837837838
C4A	6.530365675675675
C4BPA	6.275617567567568
C4BPB	4.805583243243244
C4ORF17	5.146469459459459
C4ORF19	4.455618378378378
C4ORF22	3.56760945945946
C4ORF26	4.091685405405404
C4ORF27	8.15404
C4ORF29	6.773420540540539
C4ORF3	9.018975945945948
C4ORF32	7.899669729729731
C4ORF46	4.8988286486486485
C4ORF47	4.4260275675675675
C4ORF48	7.805214864864865
C4ORF6	4.462132972972973
C5	5.052705675675676
C5AR1	11.637854864864863
C5AR2	6.414175945945945
C5ORF15	5.079215945945946
C5ORF20	4.895210540540539
C5ORF22	7.581616486486487
C5ORF24	5.0402
C5ORF27	4.157497027027028
C5ORF28	5.454233513513514
C5ORF30	6.482705405405405
C5ORF34	4.265664054054054
C5ORF42	4.32175918918919
C5ORF45	6.455297027027028
C5ORF49	3.7110424324324316
C5ORF51	8.310750810810807
C5ORF55	3.7800551351351346
C5ORF56	8.617703243243243
C5ORF58	3.59101972972973
C5ORF63	5.116698108108109
C5ORF66	7.143532162162162
C5ORF66-AS1	4.188121351351351
C6	4.7149186486486485
C6ORF1	6.58742891891892
C6ORF10	3.6598062162162157
C6ORF106	6.320048108108108
C6ORF118	3.8889137837837833
C6ORF120	7.928633783783783
C6ORF123	5.161823243243243
C6ORF132	4.691284594594593
C6ORF136	5.689703783783783
C6ORF147	3.6345972972972973
C6ORF15	6.7826805405405395
C6ORF163	5.019794594594595
C6ORF164	4.181173783783785
C6ORF165	5.8364413513513504
C6ORF201	3.751116486486486
C6ORF203	5.956058648648649
C6ORF211	8.371349729729731
C6ORF223	4.55648972972973
C6ORF226	6.739749189189189
C6ORF25	4.804853513513514
C6ORF47	7.488391891891891
C6ORF48	9.723825135135135
C6ORF52	4.959661351351351
C6ORF57	5.5516194594594594
C6ORF58	4.5159381081081085
C6ORF62	5.9489227027027045
C6ORF89	7.810571351351351
C6ORF99	3.8307821621621625
C7	4.120553783783785
C7ORF13	5.102930000000001
C7ORF25	5.1573975675675685
C7ORF26	7.588961351351351
C7ORF31	6.025750540540541
C7ORF34	4.589261351351351
C7ORF43	8.822288918918918
C7ORF49	7.104772432432432
C7ORF50	6.5332872972972975
C7ORF55	5.494415675675677
C7ORF55-LUC7L2	7.8874813513513535
C7ORF60	8.111102702702704
C7ORF61	5.854387027027026
C7ORF62	4.670825675675675
C7ORF63	5.311495135135136
C7ORF69	4.498839459459461
C7ORF73	6.874625945945946
C8A	4.478248648648648
C8B	5.714451081081081
C8G	4.515366756756757
C8ORF17	4.8328981081081075
C8ORF22	4.051126756756756
C8ORF33	6.0156435135135125
C8ORF34	3.9434921621621624
C8ORF37	5.15970945945946
C8ORF4	3.2929491891891893
C8ORF44	5.42955891891892
C8ORF44-SGK3	6.4018910810810805
C8ORF46	4.564700810810811
C8ORF48	3.5483018918918927
C8ORF58	6.04521945945946
C8ORF59	9.388161891891889
C8ORF60	8.012494324324322
C8ORF76	6.9291367567567566
C8ORF82	6.331415405405406
C8ORF88	4.8201221621621615
C9	3.6743467567567567
C9ORF114	6.285183243243242
C9ORF116	5.446021891891892
C9ORF117	4.85770810810811
C9ORF131	5.814071621621621
C9ORF135	4.251386756756757
C9ORF135-AS1	4.607822702702702
C9ORF142	7.072633243243242
C9ORF152	3.782451621621622
C9ORF156	7.406572162162163
C9ORF16	7.099756216216214
C9ORF172	5.548185945945947
C9ORF24	4.544455135135134
C9ORF3	5.043068108108108
C9ORF37	6.049403243243242
C9ORF38	4.618282432432433
C9ORF40	6.924825945945945
C9ORF41	6.460184054054054
C9ORF47	5.178908378378377
C9ORF50	5.514593513513512
C9ORF53	5.229074864864865
C9ORF57	3.8846589189189182
C9ORF64	6.8705459459459455
C9ORF69	7.624362702702703
C9ORF72	9.406022702702703
C9ORF78	8.59237675675676
C9ORF84	4.288846756756757
C9ORF85	8.073809459459463
C9ORF89	7.829215405405407
C9ORF9	5.641822432432432
C9ORF91	6.7362567567567595
CA1	6.174678378378378
CA10	4.56992783783784
CA11	5.890255675675675
CA12	4.923567027027028
CA13	5.361727297297298
CA14	5.766237837837838
CA2	7.656069189189189
CA3	3.4659605405405407
CA4	6.6290105405405395
CA5A	5.089560810810811
CA5B	4.490138108108108
CA5BP1	6.057207297297296
CA6	5.569608378378379
CA7	6.510508378378378
CA8	5.163124594594594
CA9	6.210896216216219
CAAP1	7.79577918918919
CAB39	7.0332224324324315
CAB39L	5.710963243243243
CABIN1	8.187416756756756
CABLES1	5.53757972972973
CABLES2	6.984814594594594
CABP1	5.23835945945946
CABP2	5.155942432432434
CABP5	5.07317918918919
CABP7	4.82680783783784
CABS1	3.3415159459459454
CABYR	4.922985945945946
CACFD1	6.652947027027026
CACHD1	4.64191162162162
CACNA1A	6.729893243243244
CACNA1B	5.182653783783783
CACNA1C	4.573173783783783
CACNA1D	4.419099459459458
CACNA1E	5.292287027027028
CACNA1F	5.810595135135134
CACNA1G	5.18083189189189
CACNA1H	6.156205405405407
CACNA1I	6.046055945945946
CACNA1S	5.072884054054054
CACNA2D1	3.5022037837837834
CACNA2D2	6.747443513513513
CACNA2D3	7.2535967567567585
CACNA2D4	6.708568918918919
CACNB1	6.64671108108108
CACNB2	4.200542702702703
CACNB3	5.89191027027027
CACNB4	5.598739189189191
CACNG1	5.4546940540540545
CACNG2	5.224012972972972
CACNG3	5.594913783783783
CACNG4	9.096155675675675
CACNG5	5.210439459459459
CACNG6	5.6517637837837835
CACNG7	4.626155135135136
CACNG8	4.460403513513513
CACTIN	5.3903175675675685
CACUL1	8.020788918918917
CACYBP	6.763320540540541
CAD	6.315172972972974
CADM1	5.240595135135136
CADM2	3.577607297297298
CADM3	5.4442089189189184
CADM3-AS1	4.888524054054054
CADM4	4.928015135135135
CADPS	4.42521972972973
CADPS2	4.291160270270271
CAHM	5.113842432432433
CALB1	3.756618378378379
CALB2	5.567842162162163
CALCA	5.850015405405406
CALCB	3.8804089189189197
CALCOCO1	8.354378918918918
CALCOCO2	7.951928108108108
CALCR	4.974720270270271
CALCRL	4.870512702702704
CALD1	5.415965675675676
CALHM2	7.904985135135135
CALM1	8.25421945945946
CALML3	5.491833513513513
CALML4	7.390761081081082
CALML5	4.634527837837838
CALN1	4.52955918918919
CALR	8.445839189189188
CALU	4.72074918918919
CALY	4.9250421621621605
CAMK1	6.484704054054054
CAMK1D	9.121215405405405
CAMK1G	5.531492972972972
CAMK2A	6.113219459459457
CAMK2B	5.411928108108107
CAMK2D	8.143477567567567
CAMK2G	7.339329459459461
CAMK2N1	5.899533513513515
CAMK2N2	5.447792972972972
CAMK4	7.242660810810813
CAMKK1	7.67548945945946
CAMKK2	5.541482162162161
CAMKMT	5.5943748648648635
CAMKV	5.898977837837838
CAMLG	9.148346756756757
CAMP	7.99044135135135
CAMSAP1	7.032096756756756
CAMSAP2	5.3804424324324325
CAMSAP3	5.07561135135135
CAMTA1	8.094066486486486
CAMTA2	7.194375135135136
CAND1	7.152050810810812
CAND1.11	4.405022972972973
CAND2	5.222645405405405
CANT1	8.912359459459461
CANX	8.298035135135134
CAP1	12.88474540540541
CAP2	4.339303243243244
CAPG	8.285925945945944
CAPN1	7.53545864864865
CAPN10	7.0948486486486475
CAPN10-AS1	5.232853243243245
CAPN11	4.736119729729729
CAPN12	6.36594
CAPN13	6.869615405405407
CAPN15	5.805328378378379
CAPN2	11.569911621621621
CAPN3	5.437358918918919
CAPN5	6.078223513513513
CAPN6	3.8168975675675667
CAPN7	7.275623243243243
CAPN8	4.702737837837837
CAPN9	5.262442432432432
CAPNS1	10.07300297297297
CAPNS2	5.783975135135134
CAPRIN1	6.182805135135135
CAPRIN2	8.14915756756757
CAPS	5.645260810810813
CAPS2	3.2633562162162155
CAPSL	4.486361891891893
CAPZA1	6.144953783783785
CAPZA2	10.222769189189188
CAPZA3	3.7533494594594603
CAPZB	9.57147108108108
CARD10	6.195216756756755
CARD11	8.03319648648649
CARD14	5.027219189189189
CARD18	4.333494054054055
CARD6	8.628023783783785
CARD8	9.60995027027027
CARD9	6.920696216216215
CARF	4.2470099999999995
CARHSP1	7.644135135135135
CARKD	7.659232702702702
CARM1	6.550163243243244
CARNS1	6.048955675675678
CARS	5.194674864864866
CARS2	9.273871081081083
CARTPT	5.455953783783785
CASC1	3.7895683783783785
CASC10	3.3901805405405407
CASC14	5.070253783783785
CASC15	5.302740270270271
CASC16	4.759693243243245
CASC18	4.183236486486485
CASC2	4.049846756756756
CASC3	9.28844108108108
CASC4	10.034583783783786
CASC5	4.769527837837837
CASC7	6.282464324324323
CASD1	6.51140837837838
CASK	5.63921
CASKIN1	4.8860148648648645
CASKIN2	5.5397370270270265
CASP1	9.491427567567568
CASP10	6.231532702702704
CASP14	5.026617567567567
CASP16	4.37121027027027
CASP2	7.261410000000003
CASP3	8.218634324324324
CASP4	8.00369864864865
CASP5	6.949139189189188
CASP6	6.506777027027027
CASP7	6.99003162162162
CASP8	8.022321351351348
CASP8AP2	8.25547837837838
CASP9	6.838783783783785
CASQ1	4.465533243243242
CASQ2	5.112245405405407
CASR	5.438474864864864
CASS4	5.090222702702704
CAST	4.783392162162161
CASZ1	5.36942945945946
CAT	9.19228027027027
CATR1	3.6866572972972973
CATSPER2	5.907930270270269
CATSPER3	4.757548378378378
CATSPERB	4.194187837837838
CATSPERD	3.519238378378379
CATSPERG	5.107170270270272
CATX-1	5.047705135135135
CAV1	4.513220810810811
CAV2	4.166793783783784
CAV3	6.68034891891892
CBFA2T2	8.607725945945946
CBFA2T3	8.151229189189188
CBFB	10.149090000000001
CBL	8.546987837837838
CBLB	8.676274864864867
CBLC	5.8609010810810815
CBLL1	8.334252162162162
CBLN1	4.505723513513513
CBLN2	5.224273783783785
CBLN3	5.824451891891893
CBLN4	5.263598378378378
CBR1	6.671468378378379
CBR3	6.502588378378377
CBR4	7.74508108108108
CBS	4.554519459459462
CBWD1	6.422951621621623
CBX1	9.102471891891895
CBX2	5.343169459459462
CBX3	5.751890540540538
CBX4	5.294739189189189
CBX5	7.732454594594593
CBX6	8.336296486486487
CBX7	9.180301351351353
CBX8	5.680624324324325
CBY1	6.957325945945946
CBY3	4.08781054054054
CC2D1A	5.343562972972973
CC2D1B	6.2037305405405405
CC2D2A	4.973441891891893
CC2D2B	6.5731181081081065
CCAR1	6.556769729729728
CCAR2	7.492975405405406
CCBE1	4.5329356756756765
CCBL1	6.750031891891893
CCBL2	8.773285675675675
CCDC101	7.053317567567566
CCDC102A	4.989014054054055
CCDC102B	3.4014278378378386
CCDC103	5.829855135135136
CCDC104	6.405717297297298
CCDC106	4.911636216216215
CCDC107	6.900542702702704
CCDC108	5.191267297297296
CCDC109B	9.481524054054054
CCDC110	3.5532848648648643
CCDC112	4.926068378378377
CCDC113	3.3118959459459467
CCDC114	4.470193513513514
CCDC115	8.214745135135136
CCDC117	8.340490270270271
CCDC12	8.513215135135134
CCDC120	4.813527567567567
CCDC121	3.7226500000000002
CCDC124	5.881357837837837
CCDC125	5.442829729729731
CCDC126	6.226541081081082
CCDC127	4.255754054054054
CCDC129	4.982991621621622
CCDC130	7.572108648648649
CCDC132	8.38444891891892
CCDC134	6.895774054054054
CCDC135	5.2866205405405395
CCDC136	3.9228832432432426
CCDC137	6.346692702702703
CCDC138	3.8613648648648646
CCDC14	7.735837837837839
CCDC142	8.045545405405408
CCDC144A	3.7723632432432437
CCDC146	6.990954324324325
CCDC147	5.223148648648649
CCDC148	3.8984435135135143
CCDC149	5.82324054054054
CCDC15	4.081357297297297
CCDC150	4.334137297297298
CCDC151	5.847935675675676
CCDC152	10.142678378378378
CCDC153	4.769824864864865
CCDC154	5.601045135135135
CCDC155	4.6634472972972985
CCDC157	5.137054864864864
CCDC158	4.441688108108107
CCDC159	6.9534699999999985
CCDC163P	6.9247162162162175
CCDC167	6.964131081081079
CCDC169	4.197885135135136
CCDC169-SOHLH2	4.08111135135135
CCDC17	6.219864594594597
CCDC170	5.1855132432432445
CCDC171	4.077012162162163
CCDC173	3.9643654054054065
CCDC174	6.147395675675673
CCDC176	5.647634054054053
CCDC177	5.223353783783782
CCDC18	4.426342432432431
CCDC180	5.137277297297298
CCDC181	3.723732432432434
CCDC182	6.090131081081081
CCDC184	5.284735135135135
CCDC186	6.470968648648649
CCDC19	6.394830810810812
CCDC22	6.537435405405406
CCDC23	7.968105675675676
CCDC24	6.340977567567565
CCDC25	7.402178378378378
CCDC28A	9.416835945945945
CCDC28B	6.050842432432433
CCDC3	6.53248054054054
CCDC30	6.337246756756757
CCDC33	5.369570270270271
CCDC34	5.55373891891892
CCDC37	4.284015135135135
CCDC37-AS1	5.147931351351351
CCDC39	3.351888648648649
CCDC40	5.496916756756756
CCDC42	5.330439189189187
CCDC42B	5.27275108108108
CCDC43	6.911617027027026
CCDC47	8.040087027027027
CCDC50	7.105997027027027
CCDC51	6.701552972972974
CCDC53	8.372397297297297
CCDC54	4.409913783783784
CCDC57	6.875381351351351
CCDC58	5.930694324324324
CCDC59	8.49421891891892
CCDC6	7.945935135135138
CCDC61	5.1117440540540535
CCDC62	5.647594054054052
CCDC63	5.1511735135135135
CCDC64	6.732257837837838
CCDC64B	6.172032702702703
CCDC66	6.635370810810811
CCDC68	3.9084591891891898
CCDC69	9.244189189189187
CCDC7	5.493675675675675
CCDC70	4.588668108108109
CCDC71	6.082822702702703
CCDC71L	4.60876
CCDC74A	5.783354054054054
CCDC77	5.334478918918919
CCDC78	4.335991351351353
CCDC8	5.725695675675675
CCDC80	6.014325945945944
CCDC81	4.547276216216215
CCDC82	8.026457567567565
CCDC83	3.2268705405405402
CCDC84	8.643449189189191
CCDC85A	6.0086572972972965
CCDC85B	6.742597297297298
CCDC85C	5.040062972972973
CCDC86	7.123514864864868
CCDC87	5.699723513513513
CCDC88A	6.014280810810809
CCDC88B	8.31590972972973
CCDC88C	7.479129729729729
CCDC9	6.904661891891892
CCDC90B	8.644205135135135
CCDC91	7.6806456756756765
CCDC92	7.7718691891891885
CCDC93	6.233202432432432
CCDC94	6.674966756756756
CCDC96	5.023274054054054
CCDC97	5.824922702702703
CCER1	4.6218575675675675
CCHCR1	6.898784594594595
CCIN	5.552067297297297
CCK	4.693982702702701
CCKAR	5.19579027027027
CCKBR	4.952489999999999
CCL1	5.127435135135136
CCL11	4.427594594594595
CCL13	5.686498648648648
CCL14	5.857821891891892
CCL15	3.5968410810810805
CCL16	4.73219027027027
CCL17	5.565146216216215
CCL18	5.38706216216216
CCL19	4.626628918918921
CCL2	4.6807745945945936
CCL20	4.422927027027025
CCL21	5.670211351351352
CCL22	6.684460540540542
CCL23	4.472862702702704
CCL24	5.225039729729727
CCL25	4.8998981081081086
CCL26	4.669988108108109
CCL27	4.338204864864864
CCL28	4.595599729729729
CCL3	7.714376486486487
CCL4	9.619082432432432
CCL5	11.184754864864859
CCL7	4.697742432432433
CCL8	4.382884594594596
CCM2	8.192737567567569
CCM2L	4.823316756756758
CCNA1	4.514734864864866
CCNA2	5.882876486486487
CCNB1	4.874469189189189
CCNB1IP1	7.261616756756759
CCNB2	5.603918918918919
CCNB3	5.5053616216216215
CCNC	9.775047297297299
CCND1	3.9995997297297294
CCND2	6.740805135135135
CCND3	10.905216486486488
CCNDBP1	10.565978108108107
CCNE1	5.967344324324325
CCNE2	4.252055405405406
CCNF	6.38638
CCNG1	10.350700810810809
CCNG2	7.460237027027024
CCNH	8.648163513513513
CCNI	5.752725405405406
CCNJ	5.761778918918921
CCNJL	6.88453
CCNK	5.169907837837838
CCNL1	5.32245135135135
CCNL2	7.090805945945945
CCNO	4.867614054054053
CCNT1	9.033453783783782
CCNT2	8.297082162162162
CCNT2-AS1	4.28619
CCNY	7.142286216216215
CCNYL1	7.031745405405405
CCP110	7.914722162162162
CCPG1	7.539188918918919
CCR1	9.171546756756758
CCR10	4.786498108108108
CCR2	6.087120270270272
CCR3	7.9697054054054055
CCR4	5.380307837837836
CCR5	9.259365405405406
CCR6	5.63051135135135
CCR7	9.245047567567566
CCR8	5.123314054054056
CCR9	5.172433513513515
CCRL2	6.240590270270271
CCRN4L	5.688570540540539
CCS	6.807669189189189
CCSAP	8.936234324324323
CCSER1	4.152256756756757
CCSER2	8.419801081081081
CCT2	7.297330270270272
CCT3	8.541508648648648
CCT4	10.405347027027025
CCT5	6.120818108108107
CCT6A	8.511251351351353
CCT6B	5.210649459459459
CCT6P1	7.891119459459459
CCT7	8.849363243243243
CCT8	10.376684864864865
CCT8L2	4.902033783783783
CCZ1	7.361281621621621
CCZ1B	7.149458378378376
CD101	6.253398108108108
CD109	4.152003513513514
CD14	10.828645945945945
CD151	6.88190189189189
CD160	8.080404864864866
CD163	8.937144864864864
CD163L1	4.987903513513515
CD164	8.268602972972973
CD177	6.168603513513514
CD180	7.342483513513514
CD19	7.022635135135136
CD1A	6.226384054054054
CD1B	5.049775405405405
CD1C	8.087115135135134
CD1D	9.200351621621621
CD1E	5.272000810810809
CD2	10.490678918918919
CD200	6.121433243243244
CD207	4.735209459459458
CD209	6.0264854054054044
CD22	6.781262432432433
CD226	6.265922432432431
CD24	6.307814864864865
CD244	8.176419459459458
CD247	9.530110810810813
CD248	6.737037027027027
CD27	8.23689945945946
CD274	7.841943243243242
CD276	6.265904054054052
CD28	7.982113513513514
CD2AP	7.409784864864864
CD2BP2	8.082195675675674
CD300A	7.720896486486487
CD300C	7.020565405405406
CD300LG	4.727346756756756
CD302	10.973770810810812
CD320	6.614201891891889
CD33	8.519622162162165
CD34	5.761417837837836
CD36	6.26208
CD37	9.84138891891892
CD38	6.89795081081081
CD3D	10.925404324324326
CD3E	8.840870810810806
CD3EAP	6.071361351351352
CD3G	9.078476216216215
CD4	8.930548108108107
CD40	5.545403513513514
CD40LG	7.367234594594596
CD44	7.588783243243245
CD46	8.494224324324323
CD47	8.249825945945949
CD48	7.8366440540540525
CD5	7.813745675675674
CD52	11.336413513513516
CD53	8.893280540540541
CD55	10.200948918918918
CD58	8.561548378378378
CD59	7.208988918918919
CD5L	5.592864864864865
CD6	9.81246702702703
CD63	10.648012162162162
CD68	7.0936827027027025
CD69	8.217674054054054
CD7	6.4371135135135145
CD70	6.250618378378379
CD72	6.153666756756755
CD74	12.209597297297298
CD79A	7.833931081081081
CD79B	7.388746756756754
CD80	5.3543254054054055
CD81	8.825313783783782
CD82	7.100554054054056
CD83	7.62275216216216
CD84	9.43743
CD86	8.400918648648647
CD8A	9.906436486486488
CD8B	6.711724054054054
CD9	8.857983783783784
CD93	8.848877837837838
CD96	8.46102
CD97	11.34868162162162
CD99	8.412944324324327
CD99L2	6.168070000000002
CD99P1	5.96800189189189
CDA	9.285018648648649
CDADC1	6.524236216216215
CDAN1	6.633300000000002
CDC123	8.97472945945946
CDC14A	6.237017567567565
CDC14B	6.398589729729729
CDC16	7.658564054054051
CDC20	5.168327297297296
CDC20B	3.4619105405405413
CDC23	7.675358108108108
CDC25A	5.068678648648649
CDC25B	9.06138108108108
CDC25C	4.457805405405406
CDC26	9.08256027027027
CDC27	7.258528108108108
CDC34	7.287807027027026
CDC37	8.051891891891893
CDC37L1	5.605008108108108
CDC37P1	5.284945945945947
CDC40	6.268009459459458
CDC42	11.024305135135132
CDC42BPA	4.5337410810810805
CDC42BPB	4.717834594594595
CDC42EP1	5.958932432432432
CDC42EP2	6.876502162162162
CDC42EP3	7.520664594594593
CDC42EP4	6.448635675675675
CDC42EP5	3.2186732432432437
CDC42SE1	11.624995135135133
CDC42SE2	12.294513513513511
CDC45	5.21781
CDC5L	6.9476927027027005
CDC6	4.00922864864865
CDC7	6.193215405405406
CDC73	8.326285135135137
CDCA2	4.5210478378378385
CDCA3	5.676551891891893
CDCA4	7.015280810810812
CDCA5	5.762542702702703
CDCA7	6.4553489189189195
CDCA7L	7.522063513513514
CDCA8	6.599458918918919
CDCP1	5.443474594594596
CDH1	4.046645405405406
CDH10	4.1675913513513505
CDH11	3.841830540540542
CDH12	3.724634054054053
CDH13	3.879159189189189
CDH15	5.346222972972973
CDH16	5.175822162162162
CDH17	4.847252162162163
CDH18	4.974176486486486
CDH19	4.640193243243243
CDH2	5.2505462162162155
CDH20	3.9454454054054047
CDH22	5.957989999999999
CDH23	5.008564324324323
CDH24	6.162859189189189
CDH26	5.144637027027027
CDH3	5.123887567567568
CDH4	5.238862702702702
CDH5	4.011046486486487
CDH6	5.3106854054054065
CDH7	5.094709729729731
CDH8	5.125317567567567
CDH9	3.930972432432432
CDHR1	5.017951891891893
CDHR2	6.460986756756758
CDHR3	4.6955654054054055
CDHR5	5.299953513513512
CDIP1	7.047895945945946
CDIPT	11.151110540540543
CDIPT-AS1	5.185227297297299
CDK1	4.308676756756756
CDK10	5.883393513513514
CDK11A	7.349247297297299
CDK12	7.955908108108108
CDK13	7.974178918918919
CDK14	5.31825135135135
CDK15	6.214834864864864
CDK16	5.745990540540541
CDK17	9.708021621621622
CDK18	5.800306756756757
CDK19	6.010581351351352
CDK2	6.9549670270270285
CDK20	6.027551351351352
CDK2AP1	9.823672972972973
CDK2AP2	7.432957837837838
CDK3	6.062468108108108
CDK4	7.498468648648647
CDK5	6.272238378378379
CDK5R1	6.88570891891892
CDK5R2	4.7563413513513515
CDK5RAP1	7.7783805405405415
CDK5RAP2	7.352153783783782
CDK5RAP3	9.453575675675678
CDK6	7.397301081081079
CDK7	7.439884864864864
CDK8	6.7570443243243234
CDK9	6.188415945945946
CDKAL1	5.914468108108108
CDKL1	5.563885405405406
CDKL2	4.98395135135135
CDKL3	5.034485675675675
CDKL5	5.110128648648648
CDKN1A	8.098438108108109
CDKN1B	11.320966486486487
CDKN1C	8.664182162162165
CDKN2A	6.5801529729729715
CDKN2AIP	7.5887291891891895
CDKN2AIPNL	5.204319729729729
CDKN2B	4.3377837837837845
CDKN2C	5.926324864864864
CDKN2D	7.528404594594596
CDKN3	4.918508918918919
CDO1	4.169292162162163
CDON	5.288580270270271
CDPF1	5.847932432432432
CDR1	3.6048683783783773
CDR2	8.38701945945946
CDR2L	4.762315675675677
CDRT1	5.479826216216217
CDRT15	5.36359108108108
CDRT15L2	4.415972702702703
CDRT4	5.619674324324324
CDS1	5.872587297297298
CDS2	7.960090270270269
CDSN	5.599213783783783
CDT1	6.044967567567567
CDV3	6.132919189189189
CDX1	6.84224027027027
CDX2	5.523869999999999
CDX4	5.333465675675675
CDY1	4.6709535135135125
CDYL	8.684014054054053
CDYL2	7.229604594594594
CEACAM1	6.112082432432433
CEACAM19	6.25967027027027
CEACAM21	5.702971621621621
CEACAM3	8.084910270270269
CEACAM4	7.70072918918919
CEACAM5	6.177066216216216
CEACAM6	6.231719729729728
CEACAM7	5.218738378378378
CEACAM8	6.355730810810811
CEBPA	8.057462162162164
CEBPA-AS1	6.872452702702703
CEBPB	12.882674864864866
CEBPD	6.998207837837838
CEBPE	6.354790540540541
CEBPG	6.717101891891891
CEBPZ	8.541238648648648
CEBPZOS	5.475382702702703
CECR1	11.387121891891892
CECR2	4.208821081081082
CECR5	7.935338108108111
CECR6	6.841322432432433
CECR7	4.6996524324324325
CEL	4.5386643243243245
CELA1	6.1092575675675675
CELA2A	4.368092702702702
CELA2B	4.623014324324325
CELA3A	5.314025405405405
CELA3B	5.757727837837837
CELF1	11.330191621621621
CELF2	9.775275405405406
CELF3	6.58266918918919
CELF4	4.83020081081081
CELF5	4.394237567567567
CELF6	5.187123243243244
CELP	5.619175405405408
CELSR1	4.754392162162163
CELSR2	5.552249729729729
CELSR3	5.37371054054054
CELSR3-AS1	4.994868378378378
CEMIP	4.406137837837838
