gene_symbol	Ctrl
AGPAT6	7.855148648648648
AGPAT9	9.593105405405407
AGPS	6.182478648648649
AGR2	4.962400810810811
AGR3	3.6691016216216212
AGRN	6.137015945945944
AGRP	5.998466486486488
AGT	5.5064237837837835
AGTPBP1	7.857657567567569
AGTR1	4.329111081081079
AGTR2	4.139498378378378
AGTRAP	9.26832972972973
AGXT	5.6230864864864865
AGXT2	4.865819729729728
AHCTF1	8.34968891891892
AHCY	6.910551351351352
AHCYL1	8.15196027027027
AHCYL2	6.824874324324325
AHDC1	5.603757027027025
AHI1	5.79586
AHNAK	10.751415405405405
AHNAK2	4.104232432432432
AHR	8.323268108108108
AHRR	4.823714864864865
AHSA1	8.703636756756755
AHSA2	7.28649054054054
AHSG	4.895930810810812
AHSP	5.824662162162164
AICDA	4.110810540540541
AIDA	7.650849189189187
AIF1	12.191798918918922
AIF1L	5.09215189189189
AIFM1	6.657236486486487
AIFM2	5.329892702702702
AIFM3	5.925208648648647
AIG1	5.815421351351351
AIM1	10.130676216216216
AIM1L	5.036656216216217
AIM2	8.43987189189189
AIMP1	7.657054594594595
AIMP2	8.30292972972973
AIP	6.940757567567569
AIPL1	5.457349459459458
AIRE	5.604272162162162
AJ011981	4.48927054054054
AJ420595	6.185617837837837
AJ606316	4.494553513513513
AJAP1	4.775095945945946
AJUBA	4.723284324324324
AK000798	4.483896756756755
AK021537	5.9329327027027015
AK021804	3.577966756756756
AK021933	4.027760540540541
AK021977	4.3522262162162155
AK022030	8.34746972972973
AK022793	5.11221027027027
AK024119	6.7667254054054045
AK024242	3.292754864864865
AK024936	3.834219729729729
AK025117	5.460783513513515
AK025288	6.819794594594593
AK025975	4.803324864864865
AK026714	9.570314054054053
AK026905	6.7043224324324315
AK055981	6.672502972972974
AK056098	5.211544324324326
AK057657	10.658165135135134
AK074476	4.65440135135135
AK090844	7.755174864864863
AK091028	5.303961891891892
AK091729	5.4715678378378385
AK093356	5.7777324324324315
AK096803	6.03165081081081
AK097119	4.844286216216216
AK097370	5.0313262162162165
AK1	6.232292432432433
AK123826	5.451706486486486
AK125860	5.071792972972974
AK126278	5.497555675675676
AK128734	5.183390810810811
AK131021	4.928808108108109
AK2	6.875484594594596
AK291611	4.970837837837839
AK3	6.0527691891891875
AK4	4.961251891891893
AK5	6.092417567567568
AK6	7.897454324324324
AK7	5.72886081081081
AK8	6.314966486486487
AK9	5.268572702702703
AKAP1	7.539894594594594
AKAP10	8.243102432432433
AKAP11	8.963182432432433
AKAP12	5.798363783783785
AKAP13	8.069077027027028
AKAP14	3.8396029729729735
AKAP17A	6.596909999999999
AKAP2	7.742402432432433
AKAP3	4.876935405405404
AKAP4	4.676566756756757
AKAP5	3.863001081081081
AKAP6	4.898337567567567
AKAP7	7.414498918918917
AKAP8	8.14663135135135
AKAP8L	5.879938918918918
AKAP9	5.305847297297298
AKIP1	10.352894324324325
AKIRIN1	7.09228243243243
AKIRIN2	4.950041621621621
AKNA	10.350648378378379
AKR1A1	9.108997297297295
AKR1B1	8.982205405405404
AKR1B10	4.416769189189188
AKR1C1	6.685134054054053
AKR1C2	5.484645945945947
AKR1C3	7.225815675675678
AKR1C4	4.008811891891892
AKR1C6P	5.5694386486486485
AKR1D1	3.546574594594594
AKR1E2	6.65236864864865
AKR7A2	8.909915945945945
AKR7A3	6.7234635135135115
AKT1	7.820294594594594
AKT1S1	5.607370810810813
AKT2	5.654283783783784
AKT3	7.583089729729728
AKTIP	7.422891891891894
AL022341.3	5.3413664864864865
AL109706	4.571115675675675
AL110181	5.626698108108109
AL132709.8	3.9118054054054068
AL590762.11	5.377926486486487
AL832909	7.05283135135135
AL928742.12	5.21261918918919
AL928768.3	6.2524678378378375
ALAD	7.2024389189189195
ALAS1	7.86280027027027
ALAS2	6.062052972972972
ALB	3.6853716216216204
ALCAM	6.25462054054054
ALDH16A1	6.95068972972973
ALDH18A1	6.5181
ALDH1A1	6.075687297297299
ALDH1A2	5.534055675675675
ALDH1A3	3.9656729729729734
ALDH1B1	4.995951621621621
ALDH1L1	5.833472702702701
ALDH1L2	3.1359554054054044
ALDH2	9.520923243243242
ALDH3A1	5.40941945945946
ALDH3A2	8.157709729729731
ALDH3B1	7.315598108108109
ALDH3B2	3.9016929729729743
ALDH4A1	5.656941351351351
ALDH5A1	6.754128918918918
ALDH6A1	6.8504591891891895
ALDH7A1	4.091773243243243
ALDH8A1	4.328656756756757
ALDH9A1	10.236823243243245
ALDOA	7.391637297297296
ALDOAP2	4.423751351351351
ALDOB	3.997148918918919
ALDOC	7.117431351351351
ALG1	4.065348918918919
ALG10	5.029894324324324
ALG11	8.621741351351352
ALG12	6.258655405405406
ALG13	8.26353918918919
ALG14	4.71556027027027
ALG2	8.731385675675675
ALG3	7.378958648648648
ALG5	8.644458648648646
ALG6	8.427909189189188
ALG8	7.578494054054053
ALG9	5.593425135135134
