"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0042773","ATP synthesis coupled electron transport",91,-0.78179118473755,-2.92692902618111,1e-10,1.16320754716981e-08,8.77457795431976e-09,3630,"tags=66%, list=11%, signal=59%","NDUFAF1/NDUFS4/COX6A2/CYTB/UQCRB/COX8A/UQCRFS1/COX6C/NDUFS3/NDUFA8/NDUFB8/ND2/COX3/COX7A2L/SDHB/NDUFS5/CYC1/COX2/COX1/COX7A2/NDUFS8/NDUFC2/NDUFA1/NDUFB6/COX5A/ND3/UQCRQ/GHITM/NDUFB9/COX7B/COX5B/SNCA/NDUFS6/NDUFC1/COX7C/NDUFB1/CHCHD2/NDUFB7/NDUFB2/NDUFA7/NDUFB4/NDUFA4/ND4L/NDUFV3/NDUFV2/PINK1/CCNB1/COX6A1/CDK1/PARK7/NDUFB10/UQCRH/NDUFA2/NDUFA6/COX6B1/ND1/NDUFA3/UQCR10/UQCR11/ISCU"
"GO:0042775","mitochondrial ATP synthesis coupled electron transport",91,-0.78179118473755,-2.92692902618111,1e-10,1.16320754716981e-08,8.77457795431976e-09,3630,"tags=66%, list=11%, signal=59%","NDUFAF1/NDUFS4/COX6A2/CYTB/UQCRB/COX8A/UQCRFS1/COX6C/NDUFS3/NDUFA8/NDUFB8/ND2/COX3/COX7A2L/SDHB/NDUFS5/CYC1/COX2/COX1/COX7A2/NDUFS8/NDUFC2/NDUFA1/NDUFB6/COX5A/ND3/UQCRQ/GHITM/NDUFB9/COX7B/COX5B/SNCA/NDUFS6/NDUFC1/COX7C/NDUFB1/CHCHD2/NDUFB7/NDUFB2/NDUFA7/NDUFB4/NDUFA4/ND4L/NDUFV3/NDUFV2/PINK1/CCNB1/COX6A1/CDK1/PARK7/NDUFB10/UQCRH/NDUFA2/NDUFA6/COX6B1/ND1/NDUFA3/UQCR10/UQCR11/ISCU"
"GO:0019646","aerobic electron transport chain",84,-0.78145862942974,-2.89161961704114,1e-10,1.16320754716981e-08,8.77457795431976e-09,3630,"tags=67%, list=11%, signal=59%","NDUFAF1/NDUFS4/COX6A2/CYTB/UQCRB/COX8A/UQCRFS1/COX6C/NDUFS3/NDUFA8/NDUFB8/ND2/COX3/COX7A2L/SDHB/NDUFS5/CYC1/COX2/COX1/COX7A2/NDUFS8/NDUFC2/NDUFA1/NDUFB6/COX5A/ND3/UQCRQ/NDUFB9/COX7B/COX5B/SNCA/NDUFS6/NDUFC1/COX7C/NDUFB1/NDUFB7/NDUFB2/NDUFA7/NDUFB4/NDUFA4/ND4L/NDUFV3/NDUFV2/PINK1/COX6A1/PARK7/NDUFB10/UQCRH/NDUFA2/NDUFA6/COX6B1/ND1/NDUFA3/UQCR10/UQCR11/ISCU"
"GO:0006119","oxidative phosphorylation",117,-0.743009728543436,-2.88928994535493,1e-10,1.16320754716981e-08,8.77457795431976e-09,4142,"tags=62%, list=13%, signal=55%","ND6/ATP6/ND5/NDUFAF1/NDUFS4/COX6A2/CYTB/UQCRB/COX8A/UQCRFS1/COX6C/SHMT2/NDUFS3/NDUFA8/SLC25A33/NDUFB8/COX6B2/ND2/MSH2/COX3/COX7A2L/FXN/SDHB/NDUFS5/CYC1/COX2/COX1/COX7A2/NDUFS8/ATP8/NDUFC2/NDUFA1/NDUFB6/COX5A/ND3/UQCRQ/GHITM/NDUFB9/COX7B/COX5B/SNCA/NDUFS6/NDUFC1/COX7C/NDUFB1/CHCHD2/NDUFB7/NDUFB2/NDUFA7/NDUFB4/NDUFA4/ND4L/NDUFA11/NDUFV3/NDUFV2/PINK1/NDUFA13/CCNB1/COX6A1/STOML2/CDK1/NDUFB11/PARK7/NDUFB10/UQCRH/NDUFA2/NDUFA6/COX6B1/ND1/NDUFA3/UQCR10/UQCR11/ISCU"
"GO:0022904","respiratory electron transport chain",112,-0.723477172028281,-2.80186941745758,1e-10,1.16320754716981e-08,8.77457795431976e-09,3630,"tags=57%, list=11%, signal=51%","NDUFAF1/NDUFS4/COX6A2/CYTB/UQCRB/COX8A/MDH1/UQCRFS1/COX6C/NDUFS3/NDUFA8/NDUFB8/ETFB/ND2/COX3/COX7A2L/SDHB/NDUFS5/CYC1/COX2/COX1/COX7A2/HCCS/NDUFS8/NDUFC2/NDUFA1/NDUFB6/COX5A/ND3/UQCRQ/GHITM/NDUFB9/COX7B/COX5B/SNCA/NDUFS6/NDUFC1/COX7C/NDUFB1/CHCHD2/NDUFB7/NDUFB2/NDUFA7/NDUFB4/NDUFA4/ND4L/NDUFV3/NDUFV2/ETFA/PINK1/CCNB1/COX6A1/CDK1/PARK7/NDUFB10/UQCRH/NDUFA2/NDUFA6/COX6B1/ND1/NDUFA3/UQCR10/UQCR11/ISCU"
"GO:0022900","electron transport chain",121,-0.705987293005872,-2.76182568251392,1e-10,1.16320754716981e-08,8.77457795431976e-09,3630,"tags=55%, list=11%, signal=49%","NDUFAF1/NDUFS4/COX6A2/CYTB/UQCRB/COX8A/MDH1/UQCRFS1/COX6C/NDUFS3/NDUFA8/NDUFB8/ETFB/ND2/COX3/PDIA5/COX7A2L/SDHB/NDUFS5/CYC1/COX2/COX1/COX7A2/HCCS/NDUFS8/NDUFC2/NDUFA1/NDUFB6/COX5A/ND3/UQCRQ/GHITM/NDUFB9/COX7B/COX5B/SNCA/NDUFS6/NDUFC1/COX7C/NDUFB1/CHCHD2/NDUFB7/NDUFB2/NDUFA7/NDUFB4/NDUFA4/ND4L/NDUFV3/NDUFV2/ETFA/PINK1/CCNB1/COX6A1/CDK1/PARK7/NDUFB10/UQCRH/THAP11/NDUFA2/NDUFA6/COX6B1/ND1/NDUFA3/UQCR10/UQCR11/ISCU"
"GO:0006120","mitochondrial electron transport, NADH to ubiquinone",49,-0.794291175238564,-2.65913735578304,1e-10,1.16320754716981e-08,8.77457795431976e-09,2471,"tags=78%, list=8%, signal=72%","NDUFAB1/ND4/NDUFV1/ND6/ND5/NDUFAF1/NDUFS4/NDUFS3/NDUFA8/NDUFB8/ND2/NDUFS5/NDUFS8/NDUFC2/NDUFA1/NDUFB6/ND3/NDUFB9/SNCA/NDUFS6/NDUFC1/NDUFB1/NDUFB7/NDUFB2/NDUFA7/NDUFB4/NDUFA4/ND4L/NDUFV3/NDUFV2/PINK1/PARK7/NDUFB10/NDUFA2/NDUFA6/ND1/NDUFA3/ISCU"
"GO:0097250","mitochondrial respirasome assembly",81,-0.720973398532555,-2.64756946493659,1e-10,1.16320754716981e-08,8.77457795431976e-09,5118,"tags=58%, list=16%, signal=49%","SCO1/NDUFAB1/ND4/HIGD1C/SURF1/ND6/PET117/HIGD2A/ND5/NDUFAF1/NDUFS4/BCS1L/UQCRFS1/NDUFS3/TMEM126A/NDUFA8/SLC25A33/NDUFB8/ND2/COX7A2L/FXN/NDUFS5/COX7A2/NDUFS8/HIGD1A/NDUFC2/NDUFA1/NDUFB6/TMEM223/TTC19/NDUFB9/NDUFC1/NDUFB1/NDUFB7/NDUFB2/NDUFB4/COX17/NDUFA11/NDUFA13/NDUFB11/NDUFB10/NDUFA2/NDUFA6/ND1/NDUFA3/ECSIT/NDUFAF3"
"GO:0009060","aerobic respiration",162,-0.649215639797887,-2.64119251583422,1e-10,1.16320754716981e-08,8.77457795431976e-09,4142,"tags=52%, list=13%, signal=46%","ND6/ATP6/ND5/ADSL/NDUFAF1/NDUFS4/CS/COX6A2/IDH1/CYTB/UQCRB/COX8A/MDH1/UQCRFS1/COX6C/SHMT2/NDUFS3/NDUFA8/SLC25A33/NDUFB8/COX6B2/ND2/MSH2/COX3/COX7A2L/FXN/SDHB/NDUFS5/CYC1/COX2/COX1/BLOC1S1/COX7A2/NDUFS8/ATP8/NDUFC2/NDUFA1/NDUFB6/COX5A/ND3/UQCRQ/SUCLG1/GHITM/CAT/MFN2/NDUFB9/COX7B/COX5B/SNCA/NDUFS6/NDUFC1/COX7C/NDUFB1/CHCHD2/NDUFB7/IDH2/NDUFB2/NDUFA7/PDHA1/NDUFB4/NDUFA4/ND4L/NDUFA11/NDUFV3/ACO2/NDUFV2/ARL2/PINK1/NDUFA13/CCNB1/COX6A1/STOML2/CDK1/NDUFB11/PARK7/NDUFB10/UQCRH/NDUFA2/NDUFA6/COX6B1/ND1/NDUFA3/UQCR10/UQCR11/ISCU"
"GO:0006779","porphyrin-containing compound biosynthetic process",32,-0.851936192781993,-2.60710499272956,1e-10,1.16320754716981e-08,8.77457795431976e-09,2224,"tags=69%, list=7%, signal=64%","TMEM14C/TMEM14B/TMEM14A/FXN/FLVCR1/CPOX/IBA57/SLC25A39/SLC25A38/ABCB10/ALAS2/ALAD/UROS/SRRD/PGRMC1/SPTA1/ABCB6/SLC6A9/FECH/PPOX/UROD/HMBS"
"GO:0033014","tetrapyrrole biosynthetic process",32,-0.851936192781993,-2.60710499272956,1e-10,1.16320754716981e-08,8.77457795431976e-09,2224,"tags=69%, list=7%, signal=64%","TMEM14C/TMEM14B/TMEM14A/FXN/FLVCR1/CPOX/IBA57/SLC25A39/SLC25A38/ABCB10/ALAS2/ALAD/UROS/SRRD/PGRMC1/SPTA1/ABCB6/SLC6A9/FECH/PPOX/UROD/HMBS"
"GO:0033108","mitochondrial respiratory chain complex assembly",77,-0.711644050961118,-2.59394168346938,1e-10,1.16320754716981e-08,8.77457795431976e-09,5118,"tags=56%, list=16%, signal=47%","SCO1/NDUFAB1/ND4/SURF1/ND6/PET117/TFAM/ND5/NDUFAF1/NDUFS4/BCS1L/UQCRFS1/NDUFS3/TMEM126A/NDUFA8/SLC25A33/NDUFB8/ND2/FXN/NDUFS5/NDUFS8/NDUFC2/NDUFA1/NDUFB6/TMEM223/TTC19/NDUFB9/NDUFC1/NDUFB1/NDUFB7/NDUFB2/NDUFB4/COX17/NDUFA11/NDUFA13/NDUFB11/NDUFB10/NDUFA2/NDUFA6/ND1/NDUFA3/ECSIT/NDUFAF3"
"GO:0042776","proton motive force-driven mitochondrial ATP synthesis",52,-0.763927530739072,-2.58430987487855,1e-10,1.16320754716981e-08,8.77457795431976e-09,2471,"tags=62%, list=8%, signal=57%","NDUFS3/NDUFA8/NDUFB8/ND2/SDHB/NDUFS5/NDUFS8/ATP8/NDUFC2/NDUFA1/NDUFB6/ND3/NDUFB9/NDUFS6/NDUFC1/NDUFB1/NDUFB7/NDUFB2/NDUFA7/NDUFB4/ND4L/NDUFA11/NDUFV3/NDUFV2/NDUFA13/STOML2/NDUFB11/NDUFB10/NDUFA2/NDUFA6/ND1/NDUFA3"
"GO:0010257","NADH dehydrogenase complex assembly",52,-0.752434169605775,-2.54542869115738,1e-10,1.16320754716981e-08,8.77457795431976e-09,4142,"tags=60%, list=13%, signal=52%","ND6/ND5/NDUFAF1/NDUFS4/BCS1L/NDUFS3/TMEM126A/NDUFA8/NDUFB8/ND2/NDUFS5/NDUFS8/NDUFC2/NDUFA1/NDUFB6/NDUFB9/NDUFC1/NDUFB1/NDUFB7/NDUFB2/NDUFB4/NDUFA11/NDUFA13/NDUFB11/NDUFB10/NDUFA2/NDUFA6/ND1/NDUFA3/ECSIT/NDUFAF3"
"GO:0032981","mitochondrial respiratory chain complex I assembly",52,-0.752434169605775,-2.54542869115738,1e-10,1.16320754716981e-08,8.77457795431976e-09,4142,"tags=60%, list=13%, signal=52%","ND6/ND5/NDUFAF1/NDUFS4/BCS1L/NDUFS3/TMEM126A/NDUFA8/NDUFB8/ND2/NDUFS5/NDUFS8/NDUFC2/NDUFA1/NDUFB6/NDUFB9/NDUFC1/NDUFB1/NDUFB7/NDUFB2/NDUFB4/NDUFA11/NDUFA13/NDUFB11/NDUFB10/NDUFA2/NDUFA6/ND1/NDUFA3/ECSIT/NDUFAF3"
"GO:0006783","heme biosynthetic process",28,-0.857189992865655,-2.54305392957779,1e-10,1.16320754716981e-08,8.77457795431976e-09,2224,"tags=71%, list=7%, signal=67%","TMEM14C/TMEM14B/TMEM14A/FXN/FLVCR1/CPOX/IBA57/SLC25A39/SLC25A38/ABCB10/ALAS2/ALAD/UROS/SRRD/PGRMC1/SLC6A9/FECH/PPOX/UROD/HMBS"
"GO:0015986","proton motive force-driven ATP synthesis",54,-0.745204270436456,-2.53950670838033,1e-10,1.16320754716981e-08,8.77457795431976e-09,2471,"tags=61%, list=8%, signal=56%","NDUFS3/NDUFA8/NDUFB8/ND2/SDHB/NDUFS5/NDUFS8/ATP8/NDUFC2/NDUFA1/NDUFB6/ND3/NDUFB9/NDUFS6/NDUFC1/NDUFB1/NDUFB7/NDUFB2/NDUFA7/NDUFB4/ATP6V0C/ND4L/NDUFA11/NDUFV3/NDUFV2/NDUFA13/STOML2/NDUFB11/NDUFB10/NDUFA2/NDUFA6/ND1/NDUFA3"
"GO:0032543","mitochondrial translation",119,-0.649804105595044,-2.53500112570108,1e-10,1.16320754716981e-08,8.77457795431976e-09,4457,"tags=51%, list=14%, signal=44%","MRPL4/MRPL13/TSFM/MRPS9/MRPS12/TUFM/MRPL44/GATC/MRPL2/MRPS2/MRPL38/MRPL17/MRPL9/MRPS23/MRPL48/MRPS27/MRPL47/MRPL18/MRPS5/SHMT2/LARS2/MRPS17/MRPS11/MRPL11/TRUB2/MRPS18A/MRPS28/MRPS34/MRPL21/MRPS21/MRPL34/MRPL43/AURKAIP1/YARS2/MRPL19/MRPL32/MRPS18C/NGRN/MRPS33/MRPL54/MRPL52/MRPS7/MRPS24/GADD45GIP1/MRPL41/MRPL23/MRPL14/MRPL27/MRPL55/MRPL40/NSUN3/MRPL12/MRPL36/MRPL22/MRPS14/CHCHD1/C1QBP/MRPL51/MRPS15/MRPL37/MRPL53"
"GO:0009142","nucleoside triphosphate biosynthetic process",95,-0.654163329475064,-2.46375105600075,1e-10,1.16320754716981e-08,8.77457795431976e-09,2471,"tags=46%, list=8%, signal=43%","NDUFS3/NME1/NDUFA8/NUDT2/NDUFB8/ND2/NME2/SDHB/NDUFS5/NDUFS8/ATP8/NDUFC2/NDUFA1/NDUFB6/ND3/DTYMK/UCK2/NDUFB9/CMPK2/NDUFS6/NDUFC1/NDUFB1/NDUFB7/NDUFB2/NDUFA7/NDUFB4/ATP6V0C/ND4L/TMSB4X/NDUFA11/NDUFV3/NDUFV2/PINK1/NDUFA13/STOML2/NDUFB11/NDUFB10/NDUFA2/NDUFA6/ND1/NDUFA3/NME4/TBPL1/TYMS"
"GO:0140053","mitochondrial gene expression",148,-0.60983160200451,-2.45353809983845,1e-10,1.16320754716981e-08,8.77457795431976e-09,4457,"tags=46%, list=14%, signal=40%","MRPL4/MRPL13/TSFM/MRPS9/TFAM/MRPS12/TUFM/MRPL44/HSD17B10/GATC/MRPL2/MRPS2/MRPL38/MRPL17/MRPL9/MRPS23/MRPL48/MRPS27/MRPL47/MRPL18/MRPS5/SHMT2/LARS2/SLC25A33/MRPS17/MRPS11/MRPL11/TRUB2/MRPS18A/MRPS28/MRPS34/MRPL21/MRPS21/MRPL34/MRPL43/AURKAIP1/YARS2/MRPL19/MRPL32/MRPS18C/NGRN/MRPS33/MRPL54/MRPL52/MRPS7/MRPS24/GADD45GIP1/MRPL41/MRPL23/MRPL14/MRPL27/MRPL55/MRPL40/NSUN3/FASTK/MRPL12/MRPL36/MRPL22/MRPS14/CHCHD1/C1QBP/TRMT5/MRPL51/THAP11/MRPS15/FOXO3/MRPL37/MRPL53"
"GO:0045333","cellular respiration",207,-0.576621420584435,-2.41714432887915,1e-10,1.16320754716981e-08,8.77457795431976e-09,4142,"tags=44%, list=13%, signal=39%","ND6/ATP6/ND5/CHCHD5/ADSL/PRDM16/NDUFAF1/NDUFS4/CS/COX6A2/IDH1/CYTB/UQCRB/COX8A/MDH1/UQCRFS1/COX6C/SHMT2/NDUFS3/NDUFA8/SLC25A33/NDUFB8/CISD1/ETFB/COX6B2/ND2/MSH2/COX3/COX7A2L/FXN/SDHB/NDUFS5/CYC1/COX2/COX1/BLOC1S1/COX7A2/HCCS/NDUFS8/ATP8/NDUFC2/NDUFA1/NDUFB6/COX5A/ND3/UQCRQ/SUCLG1/GHITM/CAT/MFN2/NDUFB9/COX7B/COX5B/SNCA/NDUFS6/NDUFC1/COX7C/NDUFB1/CHCHD2/NDUFB7/IDH2/NDUFB2/NDUFA7/PDHA1/NDUFB4/NDUFA4/ND4L/NDUFA11/NDUFV3/ACO2/NDUFV2/ARL2/ETFA/PINK1/NDUFA13/CCNB1/COX6A1/STOML2/CDK1/NDUFB11/PARK7/NDUFB10/UQCRH/NDUFA2/NDUFA6/COX6B1/ND1/NDUFA3/UQCR10/UQCR11/ISCU"
"GO:0009201","ribonucleoside triphosphate biosynthetic process",87,-0.646952511062651,-2.40724730494648,1e-10,1.16320754716981e-08,8.77457795431976e-09,2471,"tags=46%, list=8%, signal=43%","NDUFS3/NME1/NDUFA8/NUDT2/NDUFB8/ND2/NME2/SDHB/NDUFS5/NDUFS8/ATP8/NDUFC2/NDUFA1/NDUFB6/ND3/UCK2/NDUFB9/NDUFS6/NDUFC1/NDUFB1/NDUFB7/NDUFB2/NDUFA7/NDUFB4/ATP6V0C/ND4L/TMSB4X/NDUFA11/NDUFV3/NDUFV2/PINK1/NDUFA13/STOML2/NDUFB11/NDUFB10/NDUFA2/NDUFA6/ND1/NDUFA3/NME4"
"GO:0019882","antigen processing and presentation",108,0.606283685821558,2.32862249427727,1e-10,1.16320754716981e-08,8.77457795431976e-09,5994,"tags=56%, list=19%, signal=46%","HLA-DPB1/RFTN1/HLA-DRB4/IKBKB/HLA-DPA1/HLA-DRB5/HLA-DRB3/EXT1/HLA-DQB2/TRAF6/DNM2/TAP2/HLA-DRB1/TAPBP/MPEG1/HLA-DQA1/CD74/RAB35/NOD2/HLA-DQA2/HLA-F/YTHDF1/HLA-DOA/CTSS/HLA-C/PDIA3/HLA-E/HLA-DRA/WDFY4/FGL2/HLA-DMA/HLA-G/HLA-DMB/CD8A/PIKFYVE/AP3B1/HLA-DQB1/TAP1/HLA-B/CD68/THBS1/PSMB8/B2M/CLEC4A/SLC11A1/ATG5/CD1D/IFI30/ICAM1/MR1/FCGR2B/LNPEP/UNC93B1/HFE/PSME1/CCR7/RAB27A/CD1C/CD209/HLA-A/FCER2"
"GO:0006261","DNA-templated DNA replication",150,-0.576867131854956,-2.32274959233744,1e-10,1.16320754716981e-08,8.77457795431976e-09,4110,"tags=44%, list=13%, signal=39%","CAMSAP3/WIZ/MMS22L/ORC1/FGFR1/ASF1A/EME1/LIG1/POLE/ORC4/TRAIP/DONSON/MCM8/EXO1/TONSL/POLQ/POLE2/WDHD1/BRCA2/WDR18/DBF4/RAD50/ORC6/POLD1/RBBP8/MCM10/RFC5/POLE4/DDX11/DSCC1/MCM3/POLA1/FEN1/BLM/RFC4/CARM1/PRIM1/E2F8/MCM4/RECQL4/CDC45/GINS3/E2F7/CCNE1/CCNE2/CDC34/RPA1/FBXO5/RRM1/TIMELESS/MCM7/GINS1/BARD1/TIPIN/GMNN/CDT1/MCM2/PCNA/POLD4/MCM6/RAD51/GINS2/CDK2AP1/CIZ1/TK1/DYNLL1"
"GO:0046390","ribose phosphate biosynthetic process",145,-0.574102605987916,-2.30187719231103,1e-10,1.16320754716981e-08,8.77457795431976e-09,4405,"tags=43%, list=14%, signal=38%","ADA/ADK/PRPS1/ND6/ATP6/NPR1/ND5/ADSL/PAICS/ADCY6/NDUFS4/G6PD/AK2/DCK/NDUFS3/NME1/NDUFA8/GART/NUDT2/NDUFB8/ND2/GMPS/NME2/CMPK1/SDHB/NDUFS5/PAPSS1/NDUFS8/ATP8/NDUFC2/NDUFA1/NDUFB6/MTHFD1/ND3/UCK2/NDUFB9/NDUFS6/NDUFC1/NDUFB1/NDUFB7/NDUFB2/NDUFA7/NDUFB4/ADCY3/ATP6V0C/ND4L/TMSB4X/NDUFA11/NDUFV3/PRPSAP2/NDUFV2/PINK1/NDUFA13/STOML2/NDUFB11/NDUFB10/GUK1/PRPSAP1/NDUFA2/NDUFA6/ND1/NDUFA3/NME4"
"GO:0009165","nucleotide biosynthetic process",188,-0.543819182022871,-2.25465854964514,1e-10,1.16320754716981e-08,8.77457795431976e-09,2623,"tags=32%, list=8%, signal=30%","DCK/QPRT/NDUFS3/NME1/NDUFA8/GART/NUDT2/NDUFB8/ND2/GMPS/NME2/CMPK1/SDHB/NDUFS5/PAPSS1/NDUFS8/ATP8/NNMT/NDUFC2/NDUFA1/NDUFB6/MTHFD1/ND3/DTYMK/UCK2/NDUFB9/CMPK2/NDUFS6/NDUFC1/NDUFB1/NDUFB7/NDUFB2/NDUFA7/NDUFB4/ADCY3/ATP6V0C/ND4L/TMSB4X/NDUFA11/NDUFV3/PRPSAP2/RRM2/RRM1/NDUFV2/PINK1/NDUFA13/STOML2/NDUFB11/NMNAT3/NDUFB10/GUK1/PRPSAP1/NDUFA2/NDUFA6/ND1/NDUFA3/NME4/DUT/TBPL1/TYMS/PNP"
"GO:0006260","DNA replication",256,-0.523475429434325,-2.24402225398233,1e-10,1.16320754716981e-08,8.77457795431976e-09,4110,"tags=39%, list=13%, signal=34%","CAMSAP3/PDS5A/WIZ/MMS22L/TNFAIP1/ACTL6A/ORC1/FGFR1/ASF1A/EME1/LIG1/POLE/ORC4/INO80C/TRAIP/RUVBL2/CDKN1A/SSRP1/NAP1L1/DONSON/MCM8/EXO1/TONSL/PIF1/POLQ/POLE2/WDHD1/BRCA2/CHAF1A/WDR18/DBF4/RAD50/ORC6/YY1/POLD1/RBBP8/MCM10/FAF1/RNASEH1/RFC5/POLE4/DDX11/ADRA2A/SLX4/DSCC1/MCM3/TFPT/POLA1/WEE1/FEN1/RNASEH2A/ESCO2/POLL/BLM/CHAF1B/RFC4/SMC3/CARM1/PRIM1/E2F8/RBBP4/MCM4/RECQL4/CDC45/CHEK1/RPA3/GINS3/CDC25A/E2F7/CCNE1/NFIA/CCNE2/CDC34/RPA1/FBXO5/RRM1/TIMELESS/MCM7/GINS1/BARD1/TIPIN/GMNN/CDT1/CDK1/DTL/CCNA2/RMI2/MCM2/PCNA/POLD4/TOP1/MCM6/RAD51/GINS2/CDK2AP1/CIZ1/DUT/TK1/NT5M/DYNLL1"
"GO:1901293","nucleoside phosphate biosynthetic process",270,-0.513611874986913,-2.21847834967334,1e-10,1.16320754716981e-08,8.77457795431976e-09,4142,"tags=38%, list=13%, signal=34%","ND6/ATP6/NPR1/ND5/ADSL/PAICS/UAP1/ACACA/GUCA1A/ADCY6/PPT1/NDUFS4/PMM1/ACSF3/UXS1/ACSS1/AK2/GMPPB/HSD17B12/ELOVL1/NANS/DCK/QPRT/NDUFS3/NME1/NDUFA8/GART/NUDT2/DCAKD/NDUFB8/ACSBG1/ND2/GMPS/NME2/CMPK1/SDHB/NDUFS5/PAPSS1/GCDH/NDUFS8/ATP8/DIP2A/NNMT/NDUFC2/TECR/NDUFA1/NDUFB6/MTHFD1/ND3/DTYMK/ELOVL6/UCK2/NDUFB9/CMPK2/SNCA/NDUFS6/PANK3/NDUFC1/NDUFB1/NDUFB7/NDUFB2/NDUFA7/PDHA1/GPI/SLC27A2/NDUFB4/ADCY3/ELOVL3/ATP6V0C/ND4L/TMSB4X/NDUFA11/NDUFV3/PRPSAP2/RRM2/RRM1/NDUFV2/PPT2/PDK2/PINK1/ACAT1/NDUFA13/STOML2/NDUFB11/NMNAT3/NDUFB10/GUK1/PRPSAP1/NDUFA2/NDUFA6/ACOT7/ELOVL7/ND1/NDUFA3/CMAS/NME4/DUT/HK1/ACSL6/TBPL1/TK1/TYMS/PNP"
"GO:0015980","energy derivation by oxidation of organic compounds",300,-0.504739631582959,-2.20113278662572,1e-10,1.16320754716981e-08,8.77457795431976e-09,3946,"tags=38%, list=12%, signal=33%","ND5/CHCHD5/ADSL/SORBS1/PYGM/KHK/PRDM16/NDUFAF1/PPP1CB/GYG2/NDUFS4/CS/COX6A2/IDH1/CYTB/COMT/PHKB/UQCRB/PFKM/COX8A/MDH1/UQCRFS1/COX6C/GBE1/GYS1/PYGB/SHMT2/NDUFS3/NDUFA8/SLC25A33/NDUFB8/CISD1/ETFB/ACADVL/COX6B2/ND2/MSH2/COX3/PTGES3/COX7A2L/FXN/SDHB/NDUFS5/CYC1/COX2/COX1/INPP5K/WIPI2/BLOC1S1/COX7A2/HCCS/NDUFS8/ATP8/NDUFC2/NDUFA1/NDUFB6/COX5A/ACADM/ND3/UQCRQ/SUCLG1/GRB10/GHITM/IGF1/CAT/MFN2/NDUFB9/COX7B/COX5B/SNCA/NDUFS6/NDUFC1/COX7C/NDUFB1/CHCHD2/NDUFB7/IDH2/NDUFB2/LEP/NDUFA7/PDHA1/PPP1CC/NDUFB4/NDUFA4/ND4L/NDUFA11/NDUFV3/ACO2/NDUFV2/ACSM1/STBD1/ARL2/ETFA/PINK1/NDUFA13/CCNB1/COX6A1/STOML2/CDK1/NDUFB11/PARK7/NDUFB10/UQCRH/WDR45/GSK3A/NDUFA2/NDUFA6/COX6B1/ND1/NDUFA3/UQCR10/UQCR11/ISCU"
"GO:0002429","immune response-activating cell surface receptor signaling pathway",287,0.50241692672321,2.18226501171138,1e-10,1.16320754716981e-08,8.77457795431976e-09,5563,"tags=48%, list=17%, signal=40%","PELI1/CMKLR1/PDE4B/FPR3/PRKD2/KLRC4/SH2B2/HLA-DPB1/RFTN1/FPR2/BTNL8/RIPK2/TLR6/PRKCH/RELA/TLR4/MYO1G/FOSL2/EZR/CHUK/PTPN2/KLRD1/IKBKB/APPL2/KIR2DS2/VAV3/PIK3R1/HLA-DRB3/KLRC3/TLR1/FCHO1/PAK1/FYN/BTN2A3P/PSEN1/BTN2A1/CLEC6A/LYN/TRAF6/KLRK1/NFKBIA/TNFAIP3/ELF1/HLA-DRB1/KLRC1/NINJ1/NOD2/C5AR1/PRNP/CD247/BTN3A1/TLR2/BMX/CBLB/FCN3/CMTM3/ZAP70/MEF2C/F2RL1/IRAK4/TNIP2/VAV2/CLEC7A/FFAR2/PRKCE/GRB2/INPP5D/LAPTM5/EP300/DUSP22/CD300A/SLC39A10/PDE4D/VAV1/RC3H2/PLSCR1/HCK/PLEKHA1/CD8A/PIK3CD/PTPRC/FOXP1/LAT2/PAK2/KCNN4/HLA-DQB1/RBCK1/RNF31/BTN3A2/LCP2/EIF2B5/PIK3AP1/NR4A3/THEMIS/CTLA4/NFKBIZ/NCKAP1L/PTPN6/ITK/UBR2/SOS1/BCL10/PVRIG/ABL1/TICAM1/FCRL3/TXK/SYK/SH2D1A/BTNL3/PJA2/LILRB4/TBK1/WDFY1/PLD2/GATA3/CSK/CR1/CYBA/LIPA/LCK/ICOSLG/PLCG2/CD14/LPXN/FCGR2B/CYLD/ZNF683/MYD88/NCR3/MS4A1/SKAP1/MALT1/APPL1/BTK/PIK3CA/DENND1B"
