"gene","t_statistic"
"XLOC_001339",1.78358642903667
"TAG",1.78178199234562
"SLC17A6",1.78150566937573
"FER1L6",1.78120461430512
"IDO2",1.7806611189756
"TMEM41A",1.7804785806112
"XLOC_010995",1.78039197561262
"XLOC_l2_006027",1.78025093029263
"LIPM",1.77995646664127
"LOC100507347",1.77995482356604
"MEGF10",1.77994052933307
"DGKZ",1.77844177445855
"LOC127841",1.77788837233205
"ENPP5",1.7778389200222
"ARPC2",1.7773780702214
"XLOC_000136",1.77727653248607
"XLOC_002191",1.77634897490372
"XLOC_005316",1.77548016953638
"HAP1",1.77542212642301
"FLJ25363",1.77525440137896
"ZNF16",1.77466965947722
"XLOC_l2_010098",1.7735912434061
"PMS2L2",1.77282007566706
"XLOC_009894",1.77240874392032
"XLOC_005905",1.77172118016899
"GGCX",1.77143097812417
"LOC100507566",1.77074707719367
"XLOC_006865",1.77070061763643
"FAM193A",1.77013490217095
"LOC100507173",1.76933443126603
"XLOC_009456",1.76922008281288
"XLOC_013734",1.76889730190517
"NAA50",1.76872014531909
"SLC35E2",1.76847213768216
"XLOC_l2_004540",1.768186356244
"XLOC_003007",1.76793299935106
"HNRNPR",1.7678099281857
"XLOC_010799",1.76754546185577
"P39195",1.76741752694516
"HAND2",1.76737835299896
"SNORD93",1.76645889818907
"XLOC_001756",1.76632742183453
"TREX1",1.76627107489768
"GBP4",1.7662604899943
"AGK",1.76584557131376
"XLOC_l2_011011",1.76536942658962
"FAT2",1.76499717708333
"DYNC1LI2",1.7646600438084
"PIKFYVE",1.76456730939073
"C8orf83",1.76420601731724
"MPP7",1.7640305895718
"VAX1",1.76398770698124
"XLOC_005775",1.76385884467838
"LTB4R",1.76384916732629
"C1orf94",1.76370730726195
"AXDND1",1.76230254942914
"LOC286059",1.76220583925362
"SFRP4",1.76191274210823
"XLOC_010468",1.76181659980755
"XLOC_005776",1.76085542728803
"LOC100507596",1.7608303582407
"HUNK",1.76075534251808
"C2orf27B",1.76016115718916
"XLOC_007889",1.75967847203571
"XLOC_l2_009884",1.75924097825229
"PRG3",1.75918862842477
"XLOC_l2_013233",1.7584830580658
"XLOC_011639",1.75780114795048
"OR5AS1",1.75773985939749
"CD40LG",1.75761606977416
"LOC286058",1.75753085639424
"XLOC_012442",1.75745342472682
"LOC100506392",1.75742748558309
"FAM5B",1.75705900487745
"XLOC_l2_003911",1.75645139023114
"XLOC_001304",1.75606805991264
"ATP1A1",1.75570578585653
"XLOC_012042",1.7556451307347
"ZNF585A",1.7548622361154
"XLOC_005178",1.75391221093298
"XLOC_010544",1.75386685974103
"CHRAC1",1.75378430697332
"XLOC_005075",1.7537591974491
"LOC100128675",1.75374925013294
"LOC339529",1.75326748014505
"BMPR1B",1.75264103489162
"XLOC_008662",1.75150931800249
"RLBP1",1.75082361711277
"CCRL2",1.7507326253313
"PP2D1",1.7505508106991
"TIGD6",1.75044804760426
"XLOC_l2_008151",1.75035510323626
"XLOC_011341",1.75001272035364
"SPAST",1.74989626240473
"XLOC_010587",1.74944430043577
"XLOC_007116",1.7493596310882
"THRSP",1.74932402045321
"SLC2A3",1.74929472657737
"RNU105B",1.74895515396784
"XLOC_009183",1.74892206003299
"TPBG",1.74859018139348
"XLOC_013939",1.74802086151669
"AGTR1",1.74692005101185
"XLOC_l2_004072",1.74672361335209
"SLC16A5",1.74635034272808
"XLOC_001061",1.74620357490035
"TAF11",1.74607974073342
"XLOC_008504",1.74581926257603
"GPR160",1.74534601619986
"XLOC_007281",1.7452898304799
"KIAA1429",1.74489570544413
"SPRED1",1.7447170334085
"XLOC_012177",1.74289178785207
"CLIC5",1.7414583044982
"SART1",1.74139849326634
"MANBAL",1.74127017829252
"XLOC_007681",1.74109674511446
"XLOC_l2_004385",1.7407418409709
"ORM1",1.7401888841045
"FNDC1",1.74015089575982
"ABLIM2",1.73980070083214
"SNORA36B",1.73886354333312
"LOC100505709",1.73867414182122
"FLJ13197",1.73844317486435
"XLOC_000371",1.7382986012324
"ENTPD6",1.73789507051633
"XLOC_l2_012911",1.7375204221401
"MADD",1.73743253071508
"AGTPBP1",1.73730847529698
"THADA",1.73721389072323
"PPP2CB",1.73667784244577
"XLOC_013574",1.73594089592393
"ABI1",1.73572424224539
"MAU2",1.73533799934887
"XLOC_006833",1.73517089586338
"LOC100132832",1.73513820858888
"RIIAD1",1.73436849389749
"AKAP11",1.73415379562114
"PP12613",1.73409436343935
"LOC100505940",1.73408188415365
"LOC100128402",1.73390252407117
"XLOC_011169",1.73344229986739
"MNDA",1.73340808512863
"LOC729681",1.73293094107608
"XLOC_009884",1.73273527572799
"HCAR2",1.73237703435728
"AKTIP",1.73186718280026
"PABPC1L2A",1.731843381482
"XLOC_005635",1.73168872785546
"MAP7",1.73161876339354
"FOXP2",1.73092110262546
"FUT2",1.73032346578928
"LOC100129297",1.73025676788954
"XLOC_009233",1.72978410836885
"PLA2G4D",1.72973647895511
"LOC100652837",1.72949663572262
"SSR1",1.72931763034303
"GCG",1.72841232393737
"XLOC_000684",1.72835525437958
"C20orf203",1.72816102425162
"TNFSF13",1.72784579851649
"XLOC_000430",1.7277439379812
"XLOC_000708",1.72748870934882
"LOC387895",1.72706470835876
"PASK",1.72706148555339
"RFPL2",1.72678696793031
"SRGAP2",1.72665586750006
"DICER1",1.72628276854848
"XLOC_004377",1.72615485325328
"XLOC_012184",1.7261155824557
"LOC100289298",1.72582194058234
"SLC3A2",1.72574045344501
"MTM1",1.72553399431407
"ZNF204P",1.72527126172517
"C22orf37",1.72510589672974
"OR2M5",1.72351445476279
"MEI1",1.72335351781075
"RHOF",1.72328164210795
"OR1A1",1.72293744620595
"XLOC_005114",1.72293647670311
"LOC646241",1.72252330721909
"CXorf30",1.7220815518163
"MARCH10",1.72136812966424
"XLOC_007170",1.72112973652372
"XLOC_007445",1.72108331550039
"LOC157381",1.72090395251948
"CXCR3",1.72087802044239
"XLOC_l2_009456",1.72053564822948
"ZNF565",1.72049950673211
"SCT",1.72049180748167
"XLOC_007866",1.71907504874546
"XAF1",1.71885080953218
"XLOC_001853",1.71865122453945
"XLOC_001084",1.71859526077812
"SLC25A30",1.71838781560211
"OR3A4P",1.71827956025602
"LOC644248",1.71826881595027
"LOC440944",1.71803157558498
"LOC100506304",1.71792898427071
"LOC100506950",1.71715448978572
"XLOC_005844",1.71713979763323
"XLOC_006121",1.71703187000091
"TIGD7",1.71699538309727
"ZBTB49",1.71674011712806
"XLOC_009147",1.71664548066579
"PTGR2",1.71657140809082
"LOC100507233",1.71655166606985
"LOC645434",1.71551316716773
"XLOC_011980",1.7154855187246
"LOC144817",1.71467837534147
"BCL6",1.71432796158143
"XLOC_003402",1.71415450376295
"XLOC_006946",1.71414026525668
"XLOC_013687",1.71316512512699
"TRIM37",1.71238645916501
"DDX11L9",1.71191386770767
"XLOC_009684",1.71186851822324
"XLOC_009850",1.71127084657442
"XLOC_l2_013877",1.71105306418178
"EPM2AIP1",1.71089529972745
"PAQR3",1.71063292062887
"TTTY17A",1.71045627060984
"TCL1B",1.7103779190976
"SLC16A7",1.70979886712326
"CNTN1",1.70931625813797
"FLJ43315",1.70843061458037
"LOC100505473",1.70772432013501
"DDX28",1.70757346310869
"LOC100130815",1.70702241538719
"LOC100233156",1.70687516259129
"XLOC_l2_001233",1.70651006485256
"XLOC_009255",1.70641173936556
"MAPK8IP2",1.70596938762505
"LOC100132874",1.70515852979151
"ZNF398",1.70395421396933
"XLOC_l2_010386",1.7030135364764
"CYP3A43",1.70206174943572
"LRRC14",1.70168597820676
"LOC100507247",1.70139560133734
"XLOC_005182",1.70067350769047
"XLOC_000735",1.70054775674172
"WDR52",1.70030573405623
"XLOC_000185",1.70016813701896
"VMAC",1.69992538836477
"LOC100507465",1.69878002300158
"TMEM62",1.69855332417088
